,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,Shared topic 16,Shared topic 17,Shared topic 18,Shared topic 20,H3K27me3 private topic 1
Cbx2,0.13946876,0.04297428,-0.3312551,-0.2191899,0.06177114,0.046147004,-0.13568074,-0.15814519,-0.21668988,-0.4855678,0.20059636,0.36144033,-0.14322928,-0.20593953,0.19123754,-0.18637371,-0.36597928,-0.083097525
Hes1,0.6342355,0.5768836,-1.4674186,-1.9251727,-0.37735182,-1.7279606,0.1379801,-0.24141988,1.2141235,-0.9567859,-3.7498345,0.5765943,-0.33197573,-1.3146278,0.85804105,-1.0053141,-0.7379112,-0.08710756
Tha1,0.1340093,0.28066945,-0.22950284,-0.37990588,0.27462387,-1.1625876,0.19325428,-2.4182875,0.08904615,0.12924871,-1.6468278,-0.5285951,1.0169979,-1.5782497,0.108083785,-0.36216432,-1.5017263,-0.2115525
Igsf9b,1.5541168,0.14758736,-0.7593664,-0.21915665,0.62343615,-0.9174351,-0.70179504,-0.10772118,-0.8005969,-0.006134033,-0.24847944,-0.21381766,-0.59777546,-0.1559321,-0.37862927,-0.7554991,-0.28248745,-0.40211564
Ppp1r18,-1.636587,-4.0353413,-1.0545903,-1.7520456,-3.6976426,-2.772617,1.44799,-2.0460489,-2.7351365,-3.4956107,-3.263086,-2.0408769,0.32095796,-3.8368082,-0.25512376,-3.4901676,-1.3486874,-1.5743675
Cbln1,-0.09196633,-0.58515656,-0.4904445,0.61543417,-1.1875455,0.2441253,-0.37798044,0.3516121,-0.5030857,0.02658128,0.38939795,-0.29435933,-0.50820947,0.40196323,-0.2554527,-0.29319525,-0.07639226,0.0042219423
Calcoco1,-0.08325007,-0.5494244,-0.17363052,0.25264975,-0.20991448,-0.055807985,-0.31350404,0.47183877,-1.0553128,-0.50401914,0.05353591,-0.21410972,-0.20441273,0.26499102,0.31251553,-0.14729643,-0.11114297,-0.08816801
Dmbx1,0.35284922,-0.16580519,-0.531403,0.14222783,0.25320882,0.15730269,-0.327905,0.24145481,-0.1582228,-0.21699363,0.3838752,-0.0015723817,-0.36740118,0.2937263,0.57526994,-0.201374,-0.12397648,-0.0035530617
Gjb5,0.17825991,-0.5604079,-0.33702666,-0.30172244,0.25874776,-0.5438576,-0.8076616,-1.1348996,-0.29829872,-0.16846332,-0.14988883,-1.4551771,-0.18644914,-0.5814906,-2.9172947,0.07491696,0.44517088,-0.41828835
Pnoc,0.8683264,0.16175786,0.1343076,-0.39643586,0.29964423,-0.063021466,-0.71065485,-0.55997944,-0.55087936,-0.9602818,-0.318776,-0.37471375,-1.3513725,-0.3755216,0.53169316,-0.69184434,0.09885636,-0.24239635
Pth1r,-0.689994,-0.56445503,-0.55236554,-0.14928971,0.14443186,0.6754353,0.17091933,-0.9416817,0.25893503,-0.26253653,-0.61281824,0.1812905,-0.05129894,-3.4170988,-0.15698995,-1.4135975,-0.78082037,-0.05708652
Ccl17,-2.3860402,-0.5347392,0.03949821,-1.5243407,-2.6386344,-1.3296947,0.5313905,-0.55364907,-0.6036707,-1.3663154,-1.4078465,-0.9850803,-0.0880065,-1.1576874,-1.8647453,-1.6213903,-0.46099013,-1.1208458
Ankrd34b,-1.6785736,-0.53306323,-0.27799213,0.6268986,-0.09027834,0.26968077,-0.4881401,0.40858334,-0.8487872,-0.30637363,0.093841046,-0.6374643,-1.0770214,0.2863222,-0.4082282,-0.1365082,-0.19334814,-0.11571861
Enox1,-1.0003625,-0.25059175,-0.62803495,-0.38054302,0.44381303,0.039542466,-0.5942996,-0.8989965,-0.3132039,0.34018207,-0.25891274,-0.20102143,-0.411217,-0.05310221,-0.79039514,0.38023722,-0.405317,-0.23553011
Igfbp3,-1.7453356,0.23156667,-0.18653736,-0.4891734,-3.6066291,-0.4333933,-0.36375976,-1.2845345,-0.5675664,0.39029962,-0.43013048,-0.5709208,-0.7615783,1.0061783,0.293001,0.059767902,-0.34743786,-0.3320048
Gm40893,-3.81678,-1.025648,-0.28777415,0.688869,-3.8429186,0.28677088,-0.4422813,0.47359908,-2.4002528,0.40860194,0.47975045,-0.5018466,-0.6153122,0.2934416,-3.6037023,-0.20875025,0.36872232,-0.17367944
Sst,-2.459605,0.31727558,-0.6936306,0.6749322,-1.4202853,-0.3387671,-1.2601246,-1.186327,-0.04594461,0.7751298,-0.73130447,0.06442052,-0.51578176,-0.58189917,-0.12561941,-0.5122012,-0.13619164,-0.05639305
2310007B03Rik,-0.7208842,0.36100423,0.6704166,-2.73918,-3.639484,-1.4020272,-1.3725313,-1.7969509,-1.7980455,-3.2517247,-3.1915445,-0.7447527,-0.5963329,-1.7940016,-0.95542574,-0.6345422,0.4719032,-0.87580013
Colca2,-0.7543241,-0.36242005,-1.4539194,-0.35657322,0.23089105,-1.5397145,-0.5541818,0.084168315,0.6150409,-0.06408867,-1.4117568,-0.70556945,-2.7959955,-0.88754106,0.43534648,0.03249368,-0.71999204,-0.4507459
Ackr3,-0.39704698,0.071697176,-0.6628132,-2.8739433,0.29835433,0.291901,0.06714905,-3.5017824,0.18669137,-0.43940765,0.36187708,-1.1934276,0.50052744,-0.11185658,-1.0833383,-0.10819842,0.12021059,-0.9133302
Cavin1,0.43449503,0.5556154,-2.692285,-0.12984353,0.20987993,-0.7693593,-0.1961174,-0.51068926,0.64787066,-0.7485028,-2.9385622,0.28048322,0.017164148,-1.9534699,1.060378,-0.91569066,-1.2379129,-0.041646935
Klhl40,-1.7192068,-0.30105472,0.15824908,0.17499006,-3.9547555,0.18741027,-0.83285207,-0.7910438,-0.74481606,0.4166665,-0.050097078,-0.3504886,-0.37586427,0.36561352,-0.19194347,0.097325236,-0.82482976,-0.11717655
Sema6d,-0.91605395,-0.48624957,-0.8538611,0.22236091,-0.25319368,0.14643201,-0.80218536,0.0498344,-0.4330229,0.10743597,-0.5694102,0.05831383,-0.9418425,-0.5200274,-0.4065932,0.01637584,-0.04551816,-0.13682754
A830011K09Rik,-1.6428462,-3.5020182,-1.1527445,0.31147355,-1.4799976,0.112011105,-1.1184006,-0.2011339,-1.0211442,-0.12979952,-1.2240825,0.001379922,-0.7038436,1.1507896,-0.7744281,0.34438372,-0.18914351,-0.23609805
Slc6a17,0.6448515,0.28110957,-0.20369278,-1.4001042,0.54946685,-0.27830973,-0.14131412,-1.1380053,0.00086887926,-0.4295777,0.29569614,-1.4424051,-0.5688944,-1.117897,0.47982085,-0.18657514,-0.15542884,-0.29685497
4930570G19Rik,-2.0745885,-1.1620488,-0.011710644,0.02873981,-0.18618974,-0.07397109,-0.34075153,0.031061321,-1.2549115,0.6570252,-0.6614511,-0.68592906,-1.0970877,-1.1673217,-0.8147103,-0.6224832,-0.015424997,-0.3706559
Atxn1,-0.3358853,0.5263141,-0.8373557,-0.7449035,-0.1669654,-0.4746892,-0.654803,-0.04241246,-0.26106927,-0.32590148,-0.13995528,0.16373745,0.0035392344,-0.06658316,-1.6621412,-0.18676977,-0.5832649,-0.25019807
Wdr86,0.7641487,0.13578972,-0.6022397,-2.4536724,0.18228543,-1.3439533,-0.002899129,-1.3428587,0.7976731,-1.3779365,-1.6917858,0.07509023,-0.34602827,-1.6732494,0.17678374,-1.4544456,-0.5706013,-0.4021215
Fbxo44,-0.74200195,-0.33938786,-0.28804433,0.24503243,0.083149344,-0.015265953,0.029264376,0.26664838,-0.54281753,-0.4367844,0.31849083,-0.0013860576,-0.13698062,-0.090923026,-0.36905357,-0.20256186,-0.043742113,-0.035849907
Tle1,0.15962386,0.0101116,0.96816444,-2.37964,-1.5077055,-1.6018047,-1.8699242,-1.4065082,-0.19122076,-0.43947008,-3.7886972,1.3489735,-1.7887247,-3.8241417,0.34428418,-1.3149981,-0.28338876,-0.48799726
Pgm5,0.19143075,0.31558788,-0.7852333,0.31743383,0.3781625,-0.15162958,-0.6834167,-1.4384781,0.09411177,-0.23601873,-0.9409026,-0.9351738,-0.86174077,-0.0021617115,0.49026525,-0.6261085,-0.24244717,-0.21868493
Bmp10,-3.7425315,-3.1727393,1.8618431,-2.7576149,-2.1735134,-1.1868391,-0.7634938,-2.0732846,-3.489922,0.59467924,-2.5717173,-1.2588857,-0.0451082,-3.864839,-2.8865829,-3.0982327,0.10677534,-1.6106311
Bmp5,-3.4344373,-0.03861171,-0.56491894,0.013903737,0.33097315,-1.9095858,-1.0950468,-0.8045189,-2.3151376,-1.6451584,-0.64318454,-1.0488924,-0.45735288,-0.90489477,-3.3377237,-0.2694887,-0.9460608,-0.8141984
Lor,-0.18512923,-1.9901986,-0.49405596,0.33333957,-1.4817693,0.5006381,0.4383919,0.1531013,-2.283642,0.053442374,0.28168228,-0.17602167,-1.1913469,-0.6133807,-3.4326591,-0.6010319,-0.17789991,-0.087297454
Sstr2,-0.0504079,-0.7835474,-0.56013435,0.11461049,-0.4002742,-0.03900682,-0.6323464,0.58599246,-0.9335149,-0.71803725,-0.15586624,0.089044645,-0.60500693,0.29501018,-0.38371342,0.4336633,-0.36426455,-0.12775773
Adora1,-1.0868819,-0.0676998,-0.19589488,0.008972406,-0.1302033,-0.053537883,-0.14784178,-0.84192973,-0.7678069,0.15089986,-0.20787671,-0.58887655,0.053500548,-0.5716709,-0.5697891,0.025606856,-0.35110974,-0.18143708
Gm16998,-0.026061356,0.3746361,-3.3898175,-1.0431974,0.72271395,-0.5660242,-1.1419055,-0.21278745,0.39010027,-1.8444048,0.111807585,0.014667869,-0.5614653,-2.942771,0.15762246,-0.97916514,-1.1583998,-0.5599514
Nol3,-0.2135101,-0.299528,-0.6536942,0.14033338,-0.3198947,0.045946956,-0.072576,0.21349716,-0.25913963,-0.32561055,0.085984536,-0.21201111,-0.3517982,0.23927116,0.31169236,-0.1140401,-0.4686104,0.009519389
Crip2,-1.0469817,-2.77075,-1.0431297,0.74427444,-1.0062886,-0.918311,0.06919278,-0.21711765,-1.8103938,-0.14906357,0.46071255,-0.9353606,0.089500934,0.7677039,-3.8021476,-0.45402893,0.14447755,-0.22418648
Rcan1,-0.7825534,-0.31057662,0.87964034,-1.2124376,-0.8274127,-0.8622234,0.05204958,-1.0381025,-1.2261045,0.043521732,0.032205373,-0.72088176,-0.15672182,-2.3131232,-2.45696,-0.4677831,0.5477886,-0.70047706
Rhbdf2,-0.020783365,-0.2422802,-1.0123477,-0.8935564,0.39079803,-1.1862018,-0.7025405,-0.31505817,0.4076365,-1.1046393,-0.65965974,0.09088898,0.2003572,-1.9201758,0.37178105,-0.7496997,-0.8277526,-0.4784125
Asphd2,-1.7744908,-0.7283147,0.92956614,0.92429686,-0.40288323,-0.02050887,0.14653035,-0.2102158,-2.80162,-0.38842118,-0.5890278,-0.8935642,0.14281622,-1.8200036,-2.2950304,0.00463067,-0.57504916,-0.1519257
Trim46,-1.1872835,-0.2316668,0.3373865,-1.0181276,-3.5784867,-1.8794066,0.47892025,-0.8860619,-0.79971147,-0.41807255,-0.35263872,-0.5540418,0.70853186,-2.1257725,-0.8981978,-2.6761825,-1.0570345,-0.82295674
Pou2f3,-0.30925196,-0.4207467,0.29386505,-0.6440858,-0.2462983,-0.16134487,-0.06447598,-0.70352715,-0.113281265,-0.028047368,-0.33021706,-0.91910064,-0.0279404,-0.09196547,-0.1649258,-0.12502919,-0.1516569,-0.18463728
Gm17746,-0.3225413,0.9369589,-0.1823576,-2.932378,0.21756566,-0.8617425,-1.0093117,-0.98070127,0.79200745,-0.46019694,-2.9316962,0.6829721,-0.39856082,-3.3152509,0.27229875,-2.5549324,-1.5604994,-0.8886543
Ppfia3,-0.62612647,-0.19568022,-0.042106718,-0.51484895,-1.2327665,-0.18938029,0.43275592,0.46910137,-0.6964863,-0.5252192,0.07556315,-0.81243956,0.10206123,0.3611741,-0.39745152,-0.37322378,0.12059422,-0.20368719
Tmc6,0.17058513,-1.5034131,-1.0771341,-2.268578,0.08142331,-0.1431656,-1.7373598,-0.75666964,0.86745423,-1.934315,-0.508047,0.88326585,-1.20677,-1.0421655,0.9746249,-0.44439036,-2.2897158,-0.28378695
Ina,-0.44802102,-0.5734925,0.035452425,0.49589354,-1.2311908,0.25350556,0.104579955,0.4892345,-3.0691242,-0.998704,0.059639707,-0.20911038,-0.15046741,0.43485558,-3.771977,-0.09451368,-0.12047678,-0.14705455
Nat14,-1.9797276,0.16401446,0.053498685,-3.4400687,-3.6565382,-0.6766588,0.38083303,-1.0912448,-0.37166494,-0.8772476,-1.010011,-1.3162377,0.6747526,-1.8362957,-0.99823236,-0.25015527,-0.95778626,-0.84212315
Sez6,0.47117925,-0.012597799,-0.011363473,0.17388168,0.04565297,-0.07281138,0.021428946,0.062993154,-1.5995642,-0.00034806877,-0.47323215,-1.1498557,-0.45312372,0.2673461,0.26754132,-0.17717847,-0.13921331,-0.072211206
Gbx2,-0.6352509,-0.37329587,-0.49842772,0.5675633,-0.1200959,0.31695154,-0.5802439,0.59753877,-0.14527561,-0.26083952,0.41396576,0.681388,-0.75684226,0.3904357,-0.5210823,-0.068454385,-0.115947805,0.1558046
Hoxb8,-2.0271325,-0.62273437,-0.17447168,0.8001356,-0.6293096,0.62841916,-0.15068631,0.85779387,-0.5464659,-0.43728846,0.5464114,0.8034438,-0.9411944,-1.1442206,-4.466421,-0.4161932,-0.03826679,0.18812029
Phlda3,-0.48990795,-0.33161274,-0.57316995,-0.8936623,-1.4442178,-1.9595215,0.24934074,-2.3007538,0.3198751,-0.85512376,-1.5056168,0.12204385,0.41599184,-0.71388704,-0.01627943,-0.16281839,-0.66173565,-0.40790302
Mmp2,-0.46911806,-0.31043053,0.083132386,-0.7269089,0.662158,-0.4369063,-1.1719942,-1.3667417,0.1756339,-0.56591487,-0.5862732,-1.3064182,-0.6037965,-0.7430917,0.09933025,-0.30106813,-0.8048165,-0.47320387
Tpm4,-1.4131898,-3.5184872,-1.5547842,-0.7878436,0.50141585,-0.764967,0.15270379,-1.3379382,-1.8328884,-2.9252093,-1.5430657,-1.5255355,-0.5862396,-2.6854563,-0.91880697,-1.5600057,-1.1110846,-0.8483259
Ano6,-0.6909065,-3.3976185,-0.73977053,-0.5100287,0.5480187,-1.2829547,-0.42713255,-1.9568874,-0.7265773,-0.57355607,-0.88624585,-0.35621196,-0.4223693,-0.4436173,-1.0659889,0.105129,-0.49528712,-0.49938077
Cdkn2d,-0.20583189,-0.5224601,-0.5637554,-0.81298035,0.37226748,-1.4313467,-0.59020686,-1.111124,-1.0944784,-1.0286667,-1.2272463,-1.4801316,0.17228216,-2.1787002,-3.9004285,-0.9011198,-0.7317709,-0.7173799
Gpr142,-0.17992707,-0.85110044,0.17055872,0.16155714,-2.6366327,0.23945847,-0.4860007,-0.40074483,-0.9568001,0.15357262,-0.08887018,-0.15727648,-0.5954778,-0.22749892,-1.102411,-0.63869506,0.013221353,-0.23322365
Fibin,-1.5148978,0.5972452,-1.0229511,-0.26475796,-3.6182418,0.26722968,-1.6913047,-0.74215966,-0.6215178,-0.029402912,-1.5230947,-0.963978,-0.8276966,-2.271946,-0.90984076,0.109897316,-1.3655056,-0.70448387
Gm6623,-0.5839524,-0.4845834,-0.5510421,-0.059595566,-1.8145071,-0.11143623,-0.5731594,0.47603095,0.21461512,-0.7002217,0.18807787,-0.3387405,-0.6059921,0.62164104,-0.332195,-0.049181096,-0.13582826,-0.05318235
Medag,-0.2723346,-0.042498738,-0.7454542,0.04240471,0.14599323,-0.12063107,-1.0173073,0.14398792,-1.6538666,-0.104692355,-1.2905216,0.34284592,-1.2607406,-1.8197924,-0.5134224,-0.11517012,-0.37651867,-0.3338428
Slc6a1,-3.252394,-0.8300566,0.13663375,0.13089168,-0.5784651,0.31985238,-0.3335724,0.32915282,-1.8651571,0.46666247,0.4719696,-1.2325569,-0.55988777,0.5379382,-0.88916403,-0.36019635,0.4659531,-0.12581563
4933400L20Rik,0.9639164,0.5074611,-0.96578103,-1.9835044,0.14530325,-1.5752006,-2.8318882,-3.4687016,-0.7017114,-2.0900338,-1.1345336,-0.8638514,-1.6965084,-1.8895521,0.33712208,-0.6582285,-1.9300042,-1.4053736
Degs2,-2.3382723,-0.4311171,-0.689965,-0.16452944,0.048297405,-0.14096792,-0.99485815,0.31247807,0.14964558,-0.017990246,0.09451634,-0.9485968,-0.5959709,0.5851964,-0.5384735,-0.4233497,-0.026659936,-0.17516595
Hspd1,-1.288495,-2.6145277,-2.5971794,-2.4215517,-3.4214911,-1.0431904,-1.7166437,-2.8511453,-1.9554869,-1.452809,-1.5479811,-2.7223494,-1.155086,-2.069263,-0.70362073,-1.4082977,-1.4146081,-1.5133948
Enho,-1.2039206,-0.5728372,-0.18723395,-0.009566635,0.4107173,-0.982458,-0.54034734,1.0464296,-2.0904078,-0.08755851,-1.6096947,0.13348138,0.20546561,-3.0501587,-1.1828954,-3.3450549,-0.8109334,-0.27475095
Ccser1,-0.13601457,-0.13339646,-0.6999378,-0.37351578,-0.10067575,-1.0034292,-0.8530527,-1.0931345,-0.4408564,0.38741857,-0.36402407,-0.33321172,-0.6289569,-0.7759249,-0.6226655,-0.21420406,-0.04843387,-0.28839168
Elf3,-3.8024879,0.24967164,1.258739,-3.333821,0.3964907,-0.74410796,-0.35134858,-1.4996809,-0.31148195,-0.11372799,-0.88321555,-1.8616463,-0.15669382,-1.3997241,-1.445829,-1.0153805,-0.24329399,-0.72249526
4933400F21Rik,0.21072781,0.36454558,-1.7303064,-1.5824089,-1.000251,-1.0417153,-2.573236,-1.5287076,0.21315663,-1.5594943,-2.1551383,1.643271,-1.6133684,-1.5737934,0.1775626,-0.8146564,-0.503925,-0.30340767
Serinc2,-1.9511805,-0.32238162,0.49849284,-1.1715345,-0.40237546,-1.8835988,0.88214034,-1.6141611,-1.6720742,-0.376683,-0.3460057,-0.8206046,0.5443558,-2.5547733,-1.210219,-0.7120073,0.06068246,-0.76569045
Ncoa5,0.29773533,-0.13445166,-0.5020598,-1.3361497,0.40448004,-0.7042824,-0.9510789,-0.5156382,-1.0380107,-0.05601847,-0.68341815,-0.7943007,-0.59416777,-0.663779,-0.75950134,-0.5087346,-1.3070464,-0.5452635
Gm20219,0.0012944341,0.5290836,-0.073067844,-0.4521551,-3.3027015,-0.6542534,-0.6663961,-1.2122965,-1.1973792,-1.1449175,-1.314126,-1.0097922,-0.34427842,-1.2276363,-0.5309072,-1.9721078,-2.3679638,-0.7819315
Rsph14,-0.4631919,-0.29344982,0.5699791,-0.96318746,0.049978435,-0.29225528,-0.8700962,-0.38617292,-1.2973623,-0.20669985,-0.70461035,-0.37958544,-0.38824487,-0.2549317,-1.6055781,-0.16891919,-0.20680058,-0.3296468
Phc2,-0.46412027,-0.48125684,0.31691122,-1.8407322,0.54393953,-0.8032515,-0.50197196,0.5354846,-2.1281555,0.6473845,-0.6860063,0.38622385,-0.07424575,-2.944304,-1.1990464,-1.2071822,0.8949317,-0.5658847
Ddr1,-1.8502493,-1.9495279,-0.121047035,-0.32758474,-0.5908353,-1.6046982,0.8407386,-0.7418301,-1.2022405,-0.33616772,-0.63343203,-1.0249419,0.18645716,0.270882,-0.83809644,-0.63801086,-0.16632035,-0.3928893
Aifm3,-0.73235554,-1.9853053,-0.23418567,-0.057869554,-0.00740394,-0.88752174,-0.6076661,-0.8038882,-0.26460993,-0.445841,-0.3561473,-2.1371796,0.33237308,0.5387084,-1.2496471,-0.2182007,-0.5704814,-0.46754727
Iqcj,-2.0602794,-1.0583665,-0.9505267,-0.5660605,0.5650445,-0.94128335,-1.768602,-0.90817595,-0.640144,0.53060496,-0.45430672,-1.1015236,-0.7275314,-0.9926081,-0.15431586,-0.2618991,0.48720503,-0.5810003
Mdk,-0.1071541,0.95973647,-0.46237564,-1.871443,-0.34916735,-1.036731,-0.3182801,-2.103547,0.91659564,-1.6670159,-1.1504558,-0.7297724,-0.46684492,-2.8087237,-0.988836,-1.1351408,-1.0600886,-0.62056834
Nfasc,-0.10868572,-0.28437802,0.7264525,0.029445246,-0.2153755,-0.3144589,0.041575298,0.25657138,-1.6382519,0.53996485,-0.20414051,-2.4015918,-0.32383618,-0.45597932,-1.2168581,-0.24491407,0.5882056,-0.3410703
Syn2,-3.5911114,-1.0520275,1.5423282,0.08877203,-1.5586172,-0.91686594,-0.28959775,0.2736559,-3.7210782,0.35502803,-0.34878153,-2.1399474,-0.3598719,-0.571077,-2.7727242,0.18347794,0.6156716,-0.329866
Vsig2,-0.12664688,-1.0921147,-2.8129747,-0.4852942,-0.2667881,-0.67407227,-0.949217,-0.52250123,0.48631412,-0.26089695,-0.20925817,-0.86154586,-0.92819315,0.8869095,0.03963998,-0.2655198,-0.17253603,-0.3377537
Ankrd33,0.29844815,-0.17730378,0.4711281,-0.30472457,-0.4833349,-0.44431618,-0.17601834,-0.37619162,-0.18029249,-0.48210853,-0.88510007,0.0666531,0.130371,-1.0650394,-0.32029986,-0.36352664,-0.66482675,-0.2901214
Podxl2,-1.2418469,-3.803023,-0.18578775,-0.9851925,0.28972203,-1.8214872,0.8164214,-1.3032758,-1.7187309,-1.0683367,-1.3753737,-0.8939307,0.56485695,-1.4526536,-1.1337149,-1.1501119,-0.5188328,-0.5378499
Cx3cl1,-1.6983876,-0.08516969,-0.2244402,-0.096327245,-3.8396268,-0.8377695,0.8879057,-0.07664101,-1.4525273,-0.5676565,0.15749708,-1.7023245,0.6180888,0.05417043,-2.9044514,-0.813899,-0.74499786,-0.3650076
Mgat5b,-0.3832845,-0.45650133,0.13907844,-0.49746826,-0.95726866,0.004712373,0.033102576,-0.12935166,-1.4443898,-0.4301081,0.12229599,-0.5406183,0.13236523,-0.027614675,-0.88361824,0.3863631,0.15177307,-0.16317658
Diras2,-1.0391729,0.4742837,-0.8516089,-0.23284246,0.3864302,-0.810719,-1.0279688,-0.47175938,-0.62478507,-1.202908,-0.36568576,-0.5245229,-1.0021714,-0.47134578,-0.3927677,0.31030232,-0.38757578,-0.3345228
Cyp2s1,-1.745145,-0.17942226,0.34208888,-1.2039299,-0.24422681,-0.4113946,-0.37648773,-0.7822473,-0.61153257,0.06326842,0.3479951,-1.178431,-0.857075,-1.1533589,-0.7827095,-0.59602964,-0.45640147,-0.4719336
Hyi,-0.69176894,0.15412599,-0.116003245,-1.0959466,-0.32708213,-0.49490458,0.2681113,-0.9099871,-0.70224327,-0.390036,-1.1454291,-0.28891036,-0.25405368,-1.5987666,-0.33793774,-1.0005256,-0.5381512,-0.46273082
Ppm1l,1.3292145,0.07466626,-1.360134,-0.5544611,0.8242507,-1.1660062,-0.7737411,-0.5533166,-0.7291534,0.1823763,-0.015195727,-0.7852705,-0.30703995,-1.5404916,0.12888852,-0.913426,-0.15059689,-0.31326365
Tst,-1.1926601,0.06477144,-0.4934845,0.058641464,-0.5568438,-0.24216598,-0.6070292,0.06189221,0.3122671,-0.20835866,-0.08160727,-0.51802516,-0.8837083,0.5167944,0.35398924,0.28994396,-0.19029242,-0.17887065
Mcam,-0.48303258,0.1455724,-2.311634,-0.85503215,-0.17527255,-0.2506111,0.6710361,-1.8190962,0.87218016,-0.16989629,-1.7243471,0.123839825,0.044242576,-3.823671,0.825752,-1.0121088,-1.1411262,-0.29344478
Clcf1,0.4444785,-0.039949164,0.096511126,-1.5019535,-0.33614534,-1.4704545,0.7596651,-0.98192406,0.5040344,-0.7813153,-3.4218245,-0.22703254,0.23135948,-3.2984378,0.83563656,-1.6394945,-1.2443024,-0.26631367
Carmil1,-1.5207881,-1.1172338,0.9781629,-1.4382088,-0.29612103,-2.073334,0.08583873,-1.2457052,-0.8685256,-0.30407152,-1.3062569,-0.24352646,0.85225546,-1.5072337,-0.60610926,-0.92218924,0.14936855,-0.58820784
Sgpp2,-0.013347305,-0.036467664,-0.43264937,-0.94983643,-0.20692983,0.13365893,-0.70245284,-0.5549962,0.049499553,0.23876005,0.48085886,0.21991134,-0.56073445,0.51550484,0.15916806,-0.12672868,-0.12743449,-0.14887382
Tenm3,0.7807646,0.4536537,-1.1132443,-2.0119781,0.53363043,-1.0948539,-1.655096,-0.80968,0.6020844,0.031855762,-0.9595326,0.24762818,-0.524896,-1.5760585,0.14168364,0.49295658,-0.8822985,-0.2009835
Hoxaas3,-3.630656,-1.5984433,0.13754652,1.2189415,-2.6267548,0.1263532,-0.36529592,1.2733277,-1.3647627,-0.5474453,-1.4263291,1.2997315,-1.119643,-4.3522806,-2.0968187,-0.24447986,-0.100047566,0.59606135
Irf6,-0.13677156,-0.44772586,-1.2369078,-1.1382616,-1.4879034,-0.9019831,-0.906764,-0.1118396,0.6817438,-0.6615466,0.33790517,-0.23241071,-0.04715702,0.56860375,0.27007034,0.67990106,-0.90791345,-0.31770423
Wscd1,-3.458256,-0.6601125,0.14922634,0.46623766,-0.12239116,-0.17046422,-0.6621944,0.5544021,-1.372373,0.3553928,0.550757,-1.9212983,-0.5836766,0.4697647,-0.96453184,0.34167904,0.40676045,-0.22969729
Phldb1,-0.069969,-0.96921027,-1.0571244,-1.0108145,0.41107172,-1.9046938,0.029308539,-0.99281263,0.7967435,-0.47507372,-2.130373,-0.09966195,0.35038203,-2.8609023,0.37004977,-2.1665459,-0.7148771,-0.7252784
Cnn1,-0.34242824,0.23661494,-0.8631864,-0.38384837,0.12280595,-0.09432562,0.049794555,-0.24292395,0.028314777,-2.0509381,-1.985672,-0.6870768,-0.0050520897,0.1083523,-0.122259095,-0.5687177,-0.5085091,-0.20677376
Rims2,-2.828816,-0.31543714,-0.5313215,0.39655936,-2.27092,0.082948476,0.03713044,0.18558052,-2.8138723,0.20661747,0.5092024,-0.86363995,-0.30138522,0.39104974,-2.4911122,0.1874691,0.14467695,-0.20362261
1700018A04Rik,0.4624837,-0.12044982,-0.3604058,0.36570334,0.22598127,-0.015157783,-0.52582216,-0.5906267,0.16027515,-0.030621734,-0.3421574,0.45233914,-0.76624,-0.41685846,0.6566906,-0.8522672,-0.016431076,0.13017316
Ddx43,-0.6350088,-0.021894634,-0.52870125,0.121408224,-1.1659901,0.021727324,-0.30597335,0.12364614,-0.5181651,-0.015283287,-0.027154326,-0.690656,-0.38790956,0.23740172,-0.38113192,-0.19270198,-0.55829537,-0.1862256
Trappc3,-0.63479435,-2.9439478,-0.7992576,-1.0105387,0.24717557,-1.0218945,0.3987627,-1.9316039,-1.0904636,-0.0065134168,-1.4235473,-0.4786029,-0.3021108,-2.3092365,-1.9586357,-0.022910774,-1.0173953,-1.0003728
3110009F21Rik,-1.2656769,-0.056401566,-0.124485046,0.23024926,-0.16800071,-0.053066596,-0.7263061,-0.189958,-0.24282876,0.13437793,-0.053842165,-0.9862478,-0.5548978,0.16817957,0.2171449,0.06767191,-0.27580708,-0.114846356
Dclk1,-0.26752633,0.69456553,-0.7581909,0.27791107,0.2104798,-0.72013974,-0.50199413,0.08775747,-0.41895175,-0.17493019,-0.8813806,-0.44981128,-0.60575837,-1.3976699,-0.37852058,-0.50678086,-0.3624413,-0.37444168
Tuba3b,-0.69112456,0.2790469,-0.5214589,-1.5823253,0.9157505,-0.9071423,-1.1399897,-0.5286267,-1.1384845,0.117523134,-0.20245683,-0.16994464,-0.7778908,-1.3212423,-0.95539844,-0.96250665,-0.06483954,-0.50816655
Gm11529,-2.351723,-1.4242679,0.61979014,0.7663761,-1.7435564,-0.5612718,-0.080712974,0.44273537,-2.183408,0.25640887,-0.52051055,-0.0011641532,-0.010865301,0.0022177994,-1.4120076,0.00025591254,-0.14122707,-0.09516968
Ttc22,-1.4751631,-0.9471159,0.2936284,-0.03253308,-0.30336738,-0.16973917,-0.22763123,0.2947829,-0.43677774,-0.46112767,-0.51588506,-1.0183396,0.68085104,0.54163665,-0.8948635,0.11538258,-0.101759024,-0.17269266
