,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,Shared topic 16,Shared topic 17,Shared topic 18,Shared topic 20,H3K27ac private topic 2,H3K27ac private topic 5
Dmbx1,-0.6405581,0.19675156,-0.8129033,-0.16935742,0.0047106,-0.31830475,-0.5137491,-0.21736836,-0.51581174,-0.6687983,-0.19934843,-0.145296,-1.0513697,0.051643908,0.3625381,-1.0442497,-0.23959824,-0.17034978,0.979336
Gjb5,0.22993487,0.05356407,-0.3630706,-0.53997815,-4.2001357,-0.05181223,-1.3200572,-1.7263361,-0.49802083,-0.40241155,0.3820362,-1.4629321,-1.2569838,-1.969384,-0.93306684,-0.05734873,-0.40769887,-1.7702311,-0.88802636
Pnoc,-0.166275,-0.458789,-2.0731816,-1.2365868,1.0666412,-1.2346258,-2.7041085,-2.0292752,0.6148292,-0.11948058,-0.88379836,-0.2423647,-0.794016,-1.053365,0.6989883,-2.1224968,-0.82402974,-0.7836104,0.7218391
Pth1r,-0.9167371,-0.3032426,-0.3310124,0.6202216,-4.371749,0.015006229,-0.8384105,-0.12116224,-1.5456817,-0.5916238,-0.32637182,-0.9604764,-0.32807022,1.1952438,-1.4849949,1.0678301,0.38052005,-2.0820773,-1.5246834
Ccl17,-3.0049622,-4.1950884,-0.0048300624,-1.2788901,-4.3562555,-0.6537033,0.8414085,-1.6749288,-1.4092773,-0.3656357,-1.9804276,-0.17748529,0.40248907,-3.8293579,-3.7127383,-0.56893456,-1.0802193,-0.93495536,-2.4494305
Ankrd34b,-3.9390523,0.38375664,-1.9113652,-0.832381,0.56859267,-0.35071552,-1.49579,-0.7338588,-1.3083098,-0.22165918,-1.5632699,-1.2897428,-1.2358828,-0.3938619,-0.41317782,0.09674615,-2.8744066,-1.00093,-0.38060984
Enox1,-0.6965438,-0.17436723,-0.29194587,0.027392194,-1.8898063,-0.8767124,-2.111991,0.040038213,0.6035246,-0.36852273,-0.2697149,-0.3406122,-0.3699534,-0.11207633,0.2816975,0.023740143,0.035023406,-0.29212362,0.427638
Igfbp3,-2.1702147,-0.47083816,-0.79495555,0.15730613,0.42058295,-0.32423803,-1.3847079,0.9258113,-1.3063993,-1.7846539,-0.7577176,-1.4346483,-0.7159122,-0.18682876,-1.492406,-0.3762137,-0.29250187,-0.17961416,-0.58938706
Gm40893,-0.70230067,-1.3988127,-1.2187405,-0.69026107,-3.5409307,-0.90107334,-1.5972066,-1.1556984,0.78024673,-1.1312952,-2.4444098,0.1992504,-1.0350475,-0.801457,1.0925572,-1.0012287,-1.3594565,-0.12790889,-2.0496662
Sst,-0.57031333,-3.7345388,-0.42227352,0.26453072,0.17601979,-0.1726051,-2.1310396,-1.1132872,0.3209247,-0.39844185,-2.0535579,-0.8199376,-1.2236772,-4.006052,0.22543788,-2.774596,-0.065013885,-1.8880954,-0.66378224
2310007B03Rik,-0.8711305,-1.1260726,-0.93580925,-2.180643,-4.1036615,-0.13153207,-1.5837404,-0.386298,-2.574739,-0.5410943,-2.0360298,-0.8545266,-1.5543798,-2.5628266,-4.7529125,-1.7560711,-1.0534825,-0.48456892,0.5355524
Colca2,-2.5822916,-0.15641153,-0.8398309,-0.41480854,-0.56387013,0.54820645,-2.0544748,-0.7541241,-2.101461,-2.2748265,-0.08504796,-0.38411716,-2.5339475,-0.3298629,-0.19949624,-0.43784338,-0.5285724,-2.9208484,-2.6885836
Ackr3,-0.40399435,-0.3179296,-0.1807682,0.3375446,-0.42535743,-0.29473478,0.5079286,-0.45618477,-0.66287565,-0.8199158,-0.1801137,-1.0339508,1.168133,-0.48948467,-0.47684604,-0.055521213,-0.21226035,0.4471118,-2.1562686
Cavin1,-1.9721195,0.07518944,0.81698835,-0.30884257,-4.482578,-0.34845328,-0.5274646,-0.22488403,-1.0780344,0.38983303,0.16459408,-0.24766311,-0.07708378,0.097370446,-1.2695369,0.7710346,-1.2254953,0.031686157,-2.7574189
Klhl40,-2.1254463,-0.053390622,-0.9462121,-0.5188519,-0.56655943,-1.919881,-1.5265322,0.3022179,-0.97572887,-2.884123,-1.19561,-0.19297099,-1.1501489,0.35124743,-3.3064678,-1.5049739,0.15203297,-0.50617164,0.84862876
Sema6d,0.40198177,0.4723866,0.492388,-0.627902,0.2759031,-0.2706354,-1.1737013,-0.36053878,0.15472534,-0.40571803,0.31664002,0.12738872,-0.39116627,-0.50705004,-0.14933345,-0.22311653,-0.1717907,-0.34717107,-1.0472096
A830011K09Rik,0.61075866,-0.46986333,-1.4765128,-0.6571568,-3.8574383,-1.2451661,-3.364447,-1.8621794,0.8321409,-1.7189565,-1.9738411,0.1550228,-0.7562123,-0.8107127,0.2482338,-3.5376058,-1.6706474,-0.5369693,0.31010234
Slc6a17,-0.026323259,0.29986078,-0.43433958,-0.38845402,0.23319358,-0.37573856,-1.9027417,-1.7422035,0.28335375,-0.84900355,-0.567884,-0.28312713,-1.8604646,0.20943528,-0.6660463,-2.7490134,-0.32278243,-1.5990686,-0.845381
4930570G19Rik,-0.36145985,0.4838028,-2.1558862,-0.4566272,-0.095921844,-1.1330254,-3.2638779,-0.9928504,0.4829739,-0.77878946,-0.40694028,-0.14085385,-1.2645025,-0.81684244,0.20584571,-1.7267473,-0.12909871,-0.5071606,-0.03601119
Atxn1,0.20698458,-0.5053882,0.4282331,-0.23840106,-0.46093524,-0.095437795,-0.16555496,-0.34756327,-0.06567193,-0.5034534,-0.15757735,-0.22147308,-0.087059304,-0.7654046,-0.391907,-0.44472626,0.00088746846,0.04391688,0.07754509
Wdr86,-2.800672,-1.104494,-0.90475106,0.8839778,-1.2845082,-0.2281915,-0.75518984,0.26290983,-2.1671877,0.40804094,-0.82150567,-0.45563456,-0.06116581,-1.0646565,-0.6204381,-0.1707657,0.050501138,0.0013977885,-2.0186067
Fbxo44,0.036011577,-1.4933971,-0.12727341,-0.59040344,1.0144273,-0.5210227,-0.28857437,-1.1303228,0.6328438,-1.2244756,-0.73221743,0.101668656,0.31976426,-0.40343666,0.6778228,-0.35907972,-0.55998147,0.9628229,-1.0009962
Tle1,-0.52789843,0.60032356,-1.302037,-0.48665124,0.040741444,0.061792493,-1.4818909,-0.91044337,-0.59016895,-1.4247686,-0.19410205,-0.10260844,-0.6639666,0.48459506,-0.29962158,0.14763731,-0.3032702,-0.55010647,0.21039158
Pgm5,-1.8622694,-0.72125185,0.1353178,-0.501097,0.5998608,-0.3465466,-0.42290586,0.7074878,-2.971088,0.3967775,1.4239049,-2.321195,-0.58359325,-2.0887008,-0.32834184,-0.6000178,0.019458354,-1.2139924,-1.2499275
Bmp10,-3.955181,-4.6546593,1.0709531,-1.4937719,-4.2586308,-1.2682278,-0.6937195,-1.234323,-1.7489743,-0.15617818,-0.5385695,-3.9117267,-0.973986,-2.3236413,-2.918551,-0.028863072,-2.3328698,-3.242333,-2.849401
Bmp5,-4.3370504,0.040954173,-2.569703,0.08344191,0.1589365,-0.21906424,-0.9096234,-0.5063247,-3.0835285,-0.13376474,-0.54664844,-0.36048022,-0.80917794,0.076844096,-4.2582273,-0.19281092,-0.24387515,-2.1874776,-2.5501168
Lor,-0.5096414,-0.2413905,-1.2462295,-2.0108027,-0.93783313,-0.7828996,-1.6819295,-3.4072673,0.91214573,-4.178951,-2.1620052,-2.6913245,0.3566004,-0.82468355,0.37743664,-0.1017499,-1.1436874,-0.85231674,-0.33949116
Sstr2,-0.13147369,0.93153834,-1.2274898,-1.0777557,-0.3274716,-1.0389042,-0.931787,-0.34922534,-0.37199607,0.18966675,-0.79170746,-2.1053777,-0.4856818,-0.16637015,-0.079048514,-1.0691361,-0.89548826,-0.62941325,-0.56413406
Adora1,-0.24747975,-1.2403297,-0.18140814,-0.4507523,0.30785024,-0.8897537,-1.170222,-0.15091708,-0.38682023,-0.53060186,-0.71779275,-0.37714618,0.16199756,-1.110877,-0.2898784,-0.3573032,-0.91142005,0.28018332,0.05176884
Gm16998,-3.0366213,-4.352886,-1.4372065,-1.1267135,-0.8078829,-1.10531,0.73573834,-1.2986197,0.0008098036,-2.9326122,-0.25976828,-0.83012205,-0.3002551,-0.9960302,-4.0149946,-1.2763495,0.078158796,-0.6375739,-1.621641
Nol3,-0.85560054,0.54898,-0.1251979,-0.22258428,-4.3850827,-0.18843037,-0.10861101,-0.36859956,-0.44992554,-1.2653563,-0.9869316,-0.26270184,-3.9501252,0.36500293,-0.066260144,-0.31384864,-0.7565056,0.042687744,-0.16961566
Crip2,1.1367134,-3.5739796,1.150134,-1.6285474,0.7858095,-0.6427986,-1.2115179,-0.76225966,-0.64808214,-0.83868766,-0.59861183,-0.44065595,0.40843236,-1.4048764,-0.1846936,-0.06542656,-0.016449064,0.63074636,-0.97517824
Rcan1,-0.9747091,-1.230736,1.3275766,-0.33996087,0.9657285,-0.4445904,-0.91630775,-0.77227265,-0.9584474,0.17435718,-0.30072415,-0.45967704,0.07269111,0.23754984,-0.8758292,-0.422217,-0.16844815,-1.9334395,-3.159195
Rhbdf2,-0.6559398,-0.37711763,0.20480877,-0.87570703,-3.8770761,-0.76799893,0.9605329,-1.2500901,-0.8344547,0.4159993,-3.4272363,-0.5192179,-0.674701,-0.8968064,-1.7562011,-0.58887714,-1.1647811,-1.5027732,-1.4161474
Asphd2,0.5612712,-1.9854162,-0.055525452,-0.24700223,-4.101667,-0.64726627,-0.8149464,-1.3388118,0.15503487,-0.6737419,-0.24608314,-0.29241878,-2.4418294,-0.8793198,-0.36147147,-0.5077716,-0.31541368,-0.6154535,-0.19634807
Trim46,-0.3961259,0.35710484,-1.9488375,-0.42668802,0.2485336,-0.42093885,-1.198886,-1.3520144,0.46217507,-0.008489937,-1.0066729,-0.14875332,-0.0038841367,-0.1096399,-0.023184985,0.17133895,-0.54281807,-0.4005087,-1.4115168
Pou2f3,-1.3965399,-0.28322238,-0.5616609,-0.23975843,0.6310147,-0.2842152,-0.7425184,-0.4616137,-1.389694,-2.6978772,-0.43692,-1.6124655,-0.4832996,-0.7358147,-4.511686,-0.63802195,-0.46390507,0.01948589,-0.32843643
Gm17746,-0.07629368,-1.0003444,-0.06592712,0.009999424,0.35978633,-0.30580977,-0.049057677,-1.2551081,-0.6738026,-0.22511356,-0.32943937,-0.67085135,-1.2531135,-0.4076402,-1.4257913,-2.3162394,0.43759012,-1.2110779,-0.43511143
Ppfia3,-0.27038306,0.27899456,-0.5741943,-0.6613626,0.3671903,-0.22688265,-0.9491681,-0.6865319,0.3250247,0.21132743,-0.5987362,-0.24511708,0.36045808,-0.34910458,0.15904817,-0.709587,-0.69764096,-0.34381497,-0.3701158
Tmc6,-0.77206695,-0.5542301,-0.23878269,-1.2025679,-4.4757667,-1.164812,1.1783851,-1.3479749,-1.1861299,-0.17205425,-0.96222335,-0.26592094,0.093658686,-1.8497145,-0.85400903,-0.44225234,-0.7164072,0.18117243,-2.3017824
Ina,0.25957543,0.31861264,-0.6961986,-1.7962176,-0.5840387,-2.3270683,-1.4911908,-2.5937538,1.3492694,-0.47920397,-2.481336,-0.34871948,-1.0438775,-1.541497,1.174855,-0.61317664,-4.512756,-0.48567012,-0.3993304
Nat14,0.5863443,0.014316723,-1.7404629,-0.5476367,-4.532114,-0.1431813,-1.1925589,0.047974974,0.38853437,-2.5302331,0.45162714,0.001253441,-1.0990003,0.0012424886,0.31441456,-0.29423726,0.11082518,-1.0291072,0.33415714
Sez6,0.61068916,0.4517058,-0.56836736,-1.2380736,0.6077172,-0.9723738,-1.3124827,-2.0319786,0.767817,-1.1546218,-1.586919,-0.45567507,-0.23071936,-0.7634103,0.9656302,-2.5075903,-0.97525024,-0.7259065,0.5699332
Gbx2,0.33355263,-0.22402394,-0.54325795,-0.03701792,-0.5026804,-0.1879597,-0.8538873,0.010681272,0.23643139,-0.038908444,-0.39227197,0.20206374,-1.706037,0.07386966,0.40640527,-0.5278952,-0.1917374,0.14655524,0.15398285
Hoxb8,2.004967,0.79577,-2.3127751,-3.2199311,0.7926292,-1.381086,-2.405753,-3.4120486,-0.13986754,-0.30730897,-0.9641095,-3.5273764,-0.7694847,0.2908461,1.8254635,-2.4148865,-0.3993579,-0.8502966,0.57585895
Phlda3,-1.2819258,-3.1689143,0.26781106,0.43992996,0.4686538,0.46511483,-0.91706586,0.10185403,-3.2790413,0.57620853,0.48649514,-0.7416687,-0.020623878,-0.16626978,-2.4024453,0.09867278,0.03600569,0.1863612,-0.07024473
Mmp2,-0.6861429,-3.3366694,-0.13710785,-0.16923587,-2.1324105,-0.2147961,-1.3463099,-0.6800148,-2.070716,0.37403888,-0.19538353,-0.043326914,-1.5438484,0.45856267,-2.975684,0.7034135,0.011473149,-2.1707563,-1.1706886
Tpm4,-1.4927639,-4.166271,-0.26700187,0.3543607,-3.9956598,0.40700716,-0.94595796,-0.078631505,-2.0139062,-0.5773483,0.5411298,-0.45733202,-0.18178828,-0.38410813,-0.8791025,-0.36109176,0.069921166,-0.2044608,0.4250635
Ano6,-0.9805139,-0.80027086,0.0717164,0.079206854,0.0066563934,-0.39593372,0.5057731,-0.047349676,-0.74462676,-0.19694516,-0.27004984,-0.3584912,-0.41729143,-0.995282,-1.2241882,-1.2167706,-0.198516,0.5121723,-1.9527056
Cdkn2d,-1.8865184,-0.26003665,0.12014553,0.1271944,-4.490973,-0.38228637,1.079704,-1.0651133,-0.83070046,-3.6948764,-1.3238473,-0.30638486,-0.26536456,-0.5539577,-0.46954423,0.10977155,-0.67558056,0.19420901,0.12383142
Gpr142,1.3029491,-0.37796587,-0.45945546,-1.2737601,-0.04473795,-0.5966074,-1.5426803,-0.21786666,-0.11485802,0.038458943,-1.4754032,0.039314926,-0.6141201,0.084653944,0.43331337,-0.9099675,-2.9178612,-0.67550516,0.91906655
Fibin,-2.4366455,-4.6493225,-4.7540865,-0.27969903,-4.098892,0.20180684,-2.5768437,1.3892583,-2.1505508,-0.5476677,0.8401531,-0.47514516,-0.8592441,1.9195166,-1.5888333,-1.535904,0.12622738,-3.2363346,-3.0243745
Gm6623,-0.2998398,-4.4350214,-0.16778529,-1.4795673,-4.0732083,-0.4937986,-2.083416,-0.63127136,-1.1366549,-2.7131295,-0.5116911,-1.1828641,-4.667424,-1.1752267,-2.4691534,0.11354387,-3.4872181,-0.3732987,0.45570433
Medag,-3.0432367,0.19814843,-1.2705259,-0.018611193,-1.1858764,-0.0739463,-0.7724366,0.3848064,-0.84462225,-0.359676,-0.090236455,-0.25893083,-0.6569667,-0.73331964,-0.60088646,-0.35720867,0.05758807,-0.631392,-1.7365912
Slc6a1,1.2057415,0.8074815,-2.0725865,-1.6963466,0.054978132,-1.5301263,-3.0384502,-2.0764472,0.77242565,-1.8941841,-2.3301127,0.068148404,-0.65074646,-2.264583,0.47132933,-0.11511873,-1.1785634,0.3274489,0.5691447
4933400L20Rik,-0.7703288,-0.96950626,-2.8204656,-0.24227989,0.4839084,-0.8737754,-2.982756,-0.78616476,-0.34638366,-0.33629522,-0.19569707,-1.0700053,-3.192909,-1.3878144,-0.8401417,-0.705826,-0.39190993,-1.9867803,-2.3197818
Degs2,-1.1065094,0.56125367,-1.1286707,-0.38141906,-0.8441837,-0.43684056,-0.35787806,-0.45542145,-0.46040055,-0.11110529,-0.39410853,-0.3901365,-0.4721011,-0.2845248,-0.9936303,-1.297981,-0.29767272,-0.57192534,-1.2977834
Hspd1,-0.08021146,-4.537033,-0.2081877,-0.334279,-0.6144434,-0.5521491,0.27682784,-0.31157196,-1.0414937,-1.780945,0.036737442,-0.38449952,-0.5547482,-0.48221153,-0.009643018,-0.84814274,-0.3978227,-0.5865711,-1.8627074
Enho,1.1530807,1.1918465,-0.4972166,-0.77805656,-0.8381993,-0.8193838,-2.0415123,-0.91121954,0.71191406,-1.3781359,-0.7852106,0.017002672,-3.4457977,-0.67784464,0.33961618,0.031010956,-0.98508257,-1.2714767,-0.09837374
Ccser1,-1.3725275,0.538999,-1.0464962,-0.7279453,0.8078098,0.053535968,-1.2960155,-1.1723647,0.37565413,-0.33456463,-0.050428003,-0.30105057,-0.6021927,-0.6365044,0.8929478,-0.2109114,-1.0924253,-0.5887796,-0.24013828
Elf3,-0.72358626,-1.6362977,-0.031671137,-0.05041918,1.1194038,1.0043482,0.24280834,-1.2638786,-2.0415616,-1.6712147,-0.61496884,-0.14428955,-0.46743417,-0.19267116,-1.9996083,-2.8349814,-0.7858802,-2.6268947,-2.778211
4933400F21Rik,-0.33129686,-3.6475549,-1.1274636,-0.9911112,0.5959718,-0.53750944,-2.3988283,-0.028140426,0.03268999,-0.4538168,-1.3403156,-0.37556717,-0.7379179,-0.27592078,-0.021128774,-0.05011919,-1.4011191,-0.6328792,-1.0528214
Serinc2,-0.65298915,-0.38631934,-0.21305886,-1.0273197,-1.2849349,-1.1296066,0.59640074,-0.17155088,0.24682057,-3.6359835,-0.9701055,0.17453825,-0.16344419,-1.2918379,0.007901788,-1.1274543,-0.35341275,0.01470083,0.36755514
Ncoa5,-0.5014565,-4.569173,-0.5016838,-0.80616397,1.5792086,-0.085244,-1.2784312,-0.91860044,0.029851392,-3.8851416,-0.74166024,0.31085306,-1.8771241,-0.85351646,-0.25919348,-2.4996312,-0.3281685,0.32017004,-0.9127159
Gm20219,1.6765597,0.5645766,-2.9647017,-0.52280134,0.8157221,-0.045394897,-1.4485719,-1.4380231,-0.20838135,-3.082334,-0.7731763,0.16114938,-3.4989388,-0.9678149,-0.40351206,-3.00637,-0.5977545,-2.3905916,-0.66604066
Rsph14,-0.46345574,-2.3500686,-0.14754927,-1.0913473,-4.0722485,-0.55863553,-1.2785046,-0.3684944,0.15437855,-0.53910685,-0.5196261,-0.14366767,-0.43129253,-0.30272037,0.19312751,-0.5951694,-1.5081941,0.5626523,-0.016532034
Phc2,0.20863849,0.42869842,-1.0163502,-0.5864793,-1.5210222,0.28208685,-0.91687024,-0.41712704,-0.018310137,-0.49579635,0.25384974,0.23810491,-0.19315958,0.37404254,0.42050886,0.29508942,-0.77009183,-0.80820686,0.21752462
Ddr1,1.1624007,0.45563966,-0.0410694,-0.09486123,-0.53315926,0.13728744,-0.82590187,0.22423524,-0.17795587,-0.4200763,-0.29218695,0.40789944,-1.1653636,-4.6613564,0.42353886,-0.2441647,-0.10404901,-0.07004463,-0.38190332
Aifm3,-2.0471776,0.4870211,-1.8321254,-0.915317,-0.34807774,-2.4407616,-0.83220375,-0.6015318,-1.0217241,-0.6124771,-2.36039,-0.01543051,-0.9823458,-0.9069453,-2.6343648,0.051849246,-1.4699999,-0.461462,0.49661767
Iqcj,-0.50029564,-0.2538188,-1.4719534,-1.0059382,0.7010906,-0.9174661,-3.0911512,-1.6540151,0.30491856,-2.5484247,-1.5223467,-0.7737996,-0.87399894,-1.7158115,-0.9478238,-0.7917993,-1.2223988,-1.0706639,-1.3880332
Mdk,-0.095627256,0.29762015,-0.7644937,0.2581016,0.036061645,0.1689249,-0.85642964,0.1087994,-2.5108125,-0.30684868,0.28049767,0.018877268,0.47025454,-0.8278647,-4.460739,-2.7988062,0.09317681,0.56017673,-2.0621576
Nfasc,0.4120053,0.6594237,-1.1661824,-1.2537162,-3.5335906,-0.7958097,-2.0291345,-1.3261235,0.8496442,-0.71168417,-1.0862937,-0.18458116,-0.3577524,0.18463105,1.2292767,-0.098938495,-1.6900532,-1.396893,0.30968726
Syn2,0.44515085,0.08989209,-0.082739025,-1.3608998,1.2933885,-1.3605425,-1.8970782,-0.6009349,-0.5586189,-0.39840758,-0.2630125,-1.2187775,-0.5603221,-1.006247,-2.3498664,-0.6387207,-0.6019664,-1.0777242,-0.4394185
Vsig2,-4.3125486,0.39311612,-0.7233804,-1.4081664,-4.012869,-2.2295244,-1.0053475,-1.5287194,-0.7739498,-2.4380512,-0.39290228,-0.23517531,-0.2662936,-0.51864785,-2.4776628,-0.41534626,-0.55177945,-0.56321394,-2.0824327
Ankrd33,0.29974365,0.5908893,-0.8868363,0.21273541,-0.22667491,-0.09241752,-1.6156969,-0.32363027,0.029809296,-1.2742174,-0.56402034,-0.95344883,0.14219499,-0.5687991,-0.46641868,-0.17471041,-0.9426054,-0.4356374,-0.09174742
Podxl2,-0.3711828,-0.6710347,0.13759825,-1.2083788,-3.5615954,-0.8567181,0.27455056,-0.5272427,0.40332246,-0.14148952,-0.33650416,-1.0493644,-1.2175434,-0.9742515,0.83521533,-0.38802427,-1.775872,1.0581203,-0.43304563
Cx3cl1,-2.0191908,-4.2590446,-1.1073151,-1.2546153,-4.4310637,-0.3156093,0.5700213,-0.5585284,-0.8106241,-0.18035373,-0.86775386,-0.48844072,-0.3832224,-1.4401486,-0.4331616,0.12923914,-0.40313068,-1.5868839,-2.5096848
Mgat5b,0.037150115,0.58697337,0.05147329,-0.3039161,0.39618927,-0.51946664,-1.0797638,-1.1803137,0.7793461,-0.4332757,-1.2664623,-0.3964072,-0.17821626,-0.48300967,0.6426707,-0.33976084,-1.2669877,-0.41589746,0.4785769
Diras2,-1.3121694,-0.8982709,-0.7412776,-1.0637848,0.7551786,-0.5763188,-1.3872113,-2.057805,0.21746778,-0.71748745,-1.162854,-1.2369752,-0.27085182,-0.9133869,-0.2801859,0.29676193,-0.37650442,-1.1386971,-0.897972
Cyp2s1,-3.2998028,-4.2110786,-0.86618936,-0.20388794,-3.9651575,-0.102981776,-1.4737862,-0.2588709,-2.013347,-0.33877504,0.121402025,-1.3086157,-1.1746513,-0.3944899,-0.3537001,-0.4720991,0.6113473,0.020361125,-1.1673145
Hyi,0.24307364,-0.44891453,-0.41333306,0.48991823,-1.6181381,0.7771707,-0.69206953,-0.11109582,-0.15908062,-0.8535878,-1.072757,-0.17639339,-0.64333904,-0.25279576,-0.33977175,-0.231817,-0.5680521,-0.15374634,-0.9391867
Ppm1l,0.29804832,0.0044245124,-0.22554179,-0.86327004,-0.45579296,-0.6021379,0.23429029,-0.29586568,0.021048576,-0.09517899,-0.83298135,-0.26736152,-0.6486597,-0.44747466,0.05744061,-1.1058457,-0.37808725,0.48581612,-0.11509928
Tst,0.6722233,-2.7608066,0.036021113,-0.7974746,-4.0742836,-0.17770912,0.7895388,-1.0473261,-0.6482516,-1.4807466,-1.0465496,-0.07221022,-0.5983516,-0.80780876,0.051813424,-0.7184485,-0.5635216,-0.2874161,0.13189158
Mcam,-0.40263015,-0.67713,0.6736208,-0.73216283,0.29181713,-0.30200928,-0.8812523,-0.14314494,-0.56021893,0.052640647,-0.37241554,-0.9524879,0.4671439,0.13253132,-1.7832621,-0.3425584,-0.16699605,-1.5363517,-0.46641466
Clcf1,-0.4195519,-2.2192636,-0.8885698,0.46446377,-4.2063236,0.028331459,-0.3350184,0.8486898,-1.0935206,-0.08329862,-0.21276803,-0.7043036,-0.23634495,-0.9166844,-1.5035536,0.031334102,-0.18004005,-0.10371007,-0.6821004
Carmil1,-1.6100078,0.029313594,-0.94629616,-0.30248705,0.34519702,-0.44057292,0.47542533,-0.7823279,-0.50112057,-0.20292479,-0.92031336,-0.30894977,0.33348632,0.5119526,-0.7381203,-0.3497242,-0.37067655,-0.19212486,-0.7096409
Sgpp2,-0.6723298,-2.52649,-0.3665347,0.60985637,0.35054237,-0.70827645,-1.4880149,-0.27523386,-1.0090861,0.10796571,-0.5842221,-0.5261104,-1.2677794,-0.7642524,-0.36053425,-0.41859052,-0.3935354,-0.6270409,-1.5528423
Tenm3,-0.19828713,0.012384728,-1.0275457,-0.025075614,-0.32377326,-0.3122828,-1.618897,-0.19161768,-0.26166502,-0.42202532,0.38594997,-0.14841105,-0.41094923,0.4803717,0.32482323,0.14588064,-0.082740895,-0.28285417,0.5593552
Hoxaas3,1.8254771,0.6721032,-1.6898924,-4.341006,0.9390089,-0.04956145,-2.0661511,-4.1588216,0.34673598,-0.33666074,0.94225377,-4.307288,-0.23602742,0.46929473,0.68363804,-0.7061495,-0.6271003,-0.11156021,0.43919295
Irf6,-2.25944,-1.606335,-0.45770597,0.09343445,-3.889965,0.53775,-1.1891665,-0.2093048,-0.74165833,0.06952682,-1.2471046,-0.82482576,-0.34223026,-0.9606538,-0.6971813,-0.061547995,-0.16606364,-1.0774083,-1.580373
Wscd1,1.5661614,0.96165097,-2.4096599,-1.0146937,0.31573057,-1.2010471,-2.652009,-1.8476965,0.3473569,-1.6837159,-1.8246418,-0.36187613,-1.5208452,-1.3707604,0.36701453,0.29687274,-1.0567398,-1.3119256,-0.59356606
Phldb1,0.20407823,0.46241957,-0.48685285,-0.22836207,-0.6307993,-0.32150406,-1.5975553,-0.32956177,-0.45579317,-0.7392101,0.10803488,-0.16714634,-0.9037533,0.7107049,-0.5325445,0.44433457,-0.27436176,-0.64019877,0.5836903
Cnn1,-4.4957666,-0.14047855,0.4440819,-3.5912144,0.97635055,-1.0343434,-0.3547893,-1.3050451,-0.7509656,0.31355423,0.1288895,-2.237548,0.044209242,-1.294328,-2.9227233,-1.7101874,-0.24479082,-2.1316757,-2.3944757
Rims2,-0.016858429,0.939885,-2.3011982,-1.3132596,-0.2746092,-1.0543635,-1.7378206,-1.3721943,0.78227407,-0.7095771,-1.0043058,-0.00065365434,-0.990909,-0.69980943,0.7059691,-1.0392945,-0.4199576,-0.4712954,0.19120193
1700018A04Rik,-0.86549467,-3.7286713,-0.69733506,-0.16874193,0.60085166,0.7181967,-1.3268673,0.79976183,-0.992577,-0.38607377,0.3216952,-0.31606245,-0.08820496,-0.40513676,-0.4055748,0.6573626,-1.3832128,-0.24616444,-0.7316322
Ddx43,-1.4801869,-4.2036715,-0.65423596,-0.8538906,-0.96392596,-1.1511129,-1.885548,-0.898357,-0.7806742,-0.09745848,-0.4043181,-2.0881648,-0.9587563,-0.93627614,-4.019118,-0.072060645,-2.4490836,-0.88368756,-0.37611544
Trappc3,-0.050776318,-0.47653216,-0.61945605,-0.15498263,-1.472141,-0.51043093,-0.79448247,0.2688943,-0.6658202,0.12747169,0.12808186,-1.0471015,0.013621122,0.17917597,-0.40362653,0.38554716,-0.5094738,0.00014001131,0.1054305
3110009F21Rik,-0.43413034,0.202308,-1.3959293,0.14296407,0.38847786,-0.23222652,-1.5362258,-0.26702207,-0.7938093,0.1352104,-0.86488444,0.65846825,-1.3326703,-0.5337673,-1.079617,-1.1888974,-0.4464117,-0.8043941,0.27874094
Dclk1,0.19969228,0.50037676,-3.2895756,-0.15600485,1.2224,-1.0940197,-2.5848463,-0.69593877,0.76231027,-0.54618657,-0.08477988,0.0060898066,-0.7634794,0.17222172,0.7919829,-0.15221795,-0.7074183,0.15208083,-0.70783854
Tuba3b,-1.0851574,0.20072424,-0.9595125,-0.100350976,-3.9162703,-0.7538449,-1.6415341,-1.413178,-0.5543521,-1.0712802,0.22119927,-0.74250686,-0.011509448,-0.18020347,-1.7371852,0.75330484,-0.15171957,-0.82545567,-1.1508336
Gm11529,0.2580772,0.7746366,-0.91985565,-2.2128534,0.18199599,-0.15143818,-1.1539897,-1.3975639,0.3379807,-0.48624402,-0.20417726,-2.4219685,-0.33246726,-0.6028933,-0.07289064,-1.5103569,-0.8604961,-0.39399827,0.16463548
Ttc22,-0.4390767,-4.633734,-1.0389223,-0.19610566,-0.42350549,-0.61977315,-0.84813476,-1.0565976,-0.6517457,-2.0633326,-0.11857325,-1.928029,0.8590976,-0.3664627,-0.25717098,0.4054976,-0.2078206,0.25936407,-0.543694
Penk,-2.3312612,-0.27676576,-3.029258,0.16766256,1.0542216,0.51888657,-2.4793024,0.778877,-2.1656923,-1.6187794,-0.46398985,-0.21736369,-0.7112279,0.38295197,-3.5060365,0.03528869,0.08683491,-3.334027,-2.9947844
