,Shared topic 1,Shared topic 2,Shared topic 9,Transcriptomics private topic 1,Transcriptomics private topic 2,Transcriptomics private topic 4,Proteomics private topic 4
98_31,0.14872573,0.07061403,0.1688062,0.32439765,0.04303015,0.048124716,0.19630158
91_6,0.1671854,0.053542595,0.24471062,0.050583977,0.27827168,0.154397,0.051308732
80_32,0.11297842,0.065622516,0.057587788,0.28134426,0.039224543,0.049028706,0.39421377
54_14,0.2489878,0.096090674,0.18261936,0.18224013,0.17972986,0.08711185,0.023220211
55_20,0.1790401,0.086351894,0.13145277,0.2312345,0.06118113,0.060623184,0.25011644
30_46,0.023459535,0.58279604,0.01805244,0.0327286,0.15723719,0.14829925,0.037427016
76_29,0.038032655,0.5821483,0.08559234,0.14076559,0.042264815,0.046089612,0.06510662
71_45,0.13945809,0.06782847,0.13536446,0.34845433,0.032279275,0.050558355,0.22605701
59_41,0.10924679,0.06523001,0.04301473,0.17326637,0.09110183,0.10889347,0.40924677
110_34,0.31856862,0.06769457,0.14935379,0.33444494,0.049536742,0.051881306,0.028520042
24_41,0.17212024,0.049743038,0.059959203,0.017509114,0.31823978,0.3095998,0.072828755
94_24,0.03647028,0.63885915,0.07954485,0.13736501,0.028631488,0.030935781,0.048193328
48_43,0.052830704,0.052046344,0.058206264,0.011208514,0.33042243,0.4001574,0.095128395
74_46,0.13103788,0.045023754,0.058573432,0.2531194,0.021683255,0.028517451,0.46204484
108_40,0.07780962,0.31968066,0.0700076,0.25114504,0.09700475,0.09384424,0.09050805
97_31,0.19638339,0.06874254,0.20979245,0.3191166,0.04099435,0.048245702,0.11672492
41_39,0.098159716,0.050274957,0.08255971,0.01702331,0.3072864,0.42159945,0.023096457
88_21,0.054129723,0.327901,0.039607782,0.039408956,0.21517108,0.24838486,0.075396545
99_35,0.062246203,0.10514925,0.051154424,0.024033636,0.29759762,0.33317462,0.12664427
81_54,0.3531084,0.043979503,0.061014343,0.31854573,0.06988012,0.06013109,0.09334085
30_42,0.070452474,0.20717497,0.0659529,0.09586499,0.14926861,0.20632774,0.20495833
82_36,0.16488929,0.06903978,0.121808864,0.48022094,0.02943484,0.041397,0.09320933
110_48,0.069088496,0.4155832,0.0723774,0.28990656,0.059042037,0.068986885,0.025015507
56_37,0.075555496,0.36227205,0.11975821,0.20568159,0.06852374,0.068653226,0.099555634
54_35,0.07518197,0.25010997,0.104208544,0.039444953,0.23741645,0.20913106,0.08450706
100_51,0.08088455,0.04389526,0.068128295,0.19504206,0.02377612,0.025327146,0.5629466
8_52,0.008360153,0.0059924265,0.0072316634,0.0014111621,0.07683499,0.08520109,0.8149685
94_22,0.03492697,0.6402784,0.030233607,0.17942734,0.030140677,0.03323204,0.05176087
30_41,0.22087751,0.065975815,0.079921685,0.07851196,0.17975488,0.20644902,0.16850908
39_22,0.23159535,0.07736018,0.17496517,0.15641879,0.15043676,0.101264685,0.10795916
55_38,0.07177819,0.13706703,0.09060999,0.06182656,0.30626002,0.24519269,0.08726552
96_32,0.19042785,0.07620132,0.10770823,0.3731683,0.05295348,0.07328403,0.1262569
122_52,0.21440737,0.047689397,0.095476426,0.028882038,0.33224386,0.23071153,0.050589368
49_20,0.09692607,0.05862496,0.043184765,0.017501803,0.32045105,0.39591047,0.0674009
18_48,0.04100713,0.57384354,0.037961517,0.16587493,0.032600462,0.034965824,0.11374661
107_47,0.15269357,0.10916082,0.092173964,0.380039,0.04188356,0.051810514,0.17223857
83_20,0.029022016,0.6380455,0.023723431,0.024906997,0.122272894,0.13169196,0.030337201
55_42,0.20360266,0.08832005,0.13094394,0.29156807,0.0959102,0.092172295,0.09748284
98_29,0.08656727,0.22802752,0.20675604,0.24035443,0.083002485,0.097176395,0.05811595
101_54,0.43983266,0.045771964,0.07214995,0.33995032,0.03317426,0.02846873,0.04065206
75_13,0.061902452,0.028289784,0.032300573,0.0067288675,0.3451043,0.48047426,0.04519974
72_11,0.23806639,0.066457264,0.051936306,0.048546776,0.26841873,0.252982,0.073592566
10_54,0.013106298,0.004134272,0.011373117,0.0023521208,0.037092354,0.024769254,0.9071725
110_50,0.17551745,0.11006108,0.10873045,0.438264,0.05862551,0.05942177,0.049379803
83_52,0.1633543,0.06468183,0.07462755,0.42888814,0.044246703,0.0476784,0.176523
54_27,0.09168196,0.33795816,0.14579006,0.09445412,0.11967923,0.11123849,0.09919804
80_27,0.058260486,0.040057722,0.22555745,0.013841783,0.2409225,0.38903815,0.032321826
91_22,0.058996323,0.42394695,0.08070656,0.22246611,0.058258202,0.06764143,0.0879844
92_39,0.21872702,0.041442703,0.042340655,0.34597886,0.032941777,0.038711134,0.27985787
91_13,0.102906674,0.08863959,0.093271986,0.3882672,0.040594682,0.04494414,0.2413758
107_59,0.07521961,0.054679617,0.34946677,0.033503454,0.27196372,0.13896444,0.07620236
89_25,0.03521176,0.0528375,0.04182832,0.0074132835,0.22742116,0.59920543,0.03608249
65_31,0.06359231,0.17447625,0.07519506,0.20648582,0.049641117,0.07151736,0.3590921
114_38,0.20842174,0.08440945,0.2759918,0.150985,0.127804,0.08604393,0.06634406
97_18,0.3114319,0.08935227,0.06795731,0.3612979,0.04797196,0.049634833,0.07235384
89_41,0.15541394,0.058904193,0.098647036,0.40594986,0.029313216,0.035378158,0.21639358
25_34,0.11049608,0.045978144,0.12449492,0.019822523,0.36724687,0.2443683,0.087593205
76_33,0.034297172,0.22439614,0.029361906,0.03856809,0.23079047,0.24589896,0.19668724
101_35,0.034779966,0.65808266,0.09407716,0.112524614,0.026810622,0.02703857,0.04668637
29_54,0.17061682,0.038776577,0.042526625,0.018916717,0.336701,0.33873898,0.053723343
20_49,0.037258774,0.5802323,0.036446232,0.15460947,0.039039638,0.041739997,0.110673554
86_38,0.123860754,0.037263095,0.049842887,0.3471833,0.01843931,0.024954049,0.39845666
113_57,0.2548622,0.072210655,0.072953,0.19938953,0.091580085,0.09594741,0.21305713
4_49,0.035720266,0.18284115,0.03663411,0.10812579,0.05515436,0.03921235,0.54231197
31_32,0.10089899,0.1733762,0.17274368,0.38233364,0.07311951,0.07195266,0.025575355
116_49,0.069385566,0.19424282,0.13373168,0.06971406,0.18955354,0.20171452,0.14165781
23_53,0.061234917,0.04221943,0.050238334,0.012254513,0.22846386,0.3162324,0.2893565
96_54,0.13641328,0.09178019,0.11550736,0.4827649,0.050683923,0.061402578,0.0614478
79_21,0.020350067,0.40156174,0.024542013,0.022923604,0.20644075,0.24955502,0.074626796
89_40,0.07440582,0.026363015,0.060882453,0.18336345,0.023607992,0.024804663,0.6065726
99_50,0.14215189,0.116773844,0.10468236,0.46089485,0.04352011,0.04703236,0.08494456
23_41,0.09742072,0.050802235,0.12173479,0.01791496,0.33107647,0.3169081,0.06414275
92_10,0.28447515,0.07781886,0.12569174,0.37471372,0.05551873,0.04779384,0.03398804
34_44,0.026234984,0.7141535,0.024223823,0.09743674,0.04763142,0.04641629,0.04390332
55_35,0.066024594,0.23693137,0.10442247,0.053274997,0.22404099,0.2077829,0.10752261
90_44,0.17664611,0.052410565,0.05119879,0.4840272,0.025973732,0.032252733,0.1774909
91_46,0.17643104,0.06724955,0.12897424,0.50296164,0.0327381,0.03826391,0.053381503
93_62,0.09631509,0.08563931,0.38172477,0.26960912,0.049287584,0.039240647,0.07818346
81_46,0.06313482,0.099666,0.046783254,0.028027281,0.34803063,0.36124632,0.05311167
57_42,0.37837017,0.05420775,0.03878695,0.30940658,0.072671056,0.06469004,0.08186755
69_7,0.26638827,0.10207287,0.11039446,0.36112824,0.054324217,0.044343196,0.061348703
68_4,0.17794342,0.051086787,0.3841376,0.19363707,0.0852982,0.042879906,0.065017015
81_33,0.09871649,0.05747913,0.17163369,0.3564527,0.0654134,0.08253578,0.16776888
84_3,0.17835478,0.07013868,0.3252671,0.10133055,0.16947542,0.08793205,0.06750136
50_22,0.042546798,0.19955465,0.050525907,0.023517283,0.2287769,0.2928597,0.16221878
49_31,0.07648734,0.054497357,0.11546024,0.017642774,0.27009228,0.35920918,0.10661072
95_56,0.118342996,0.06030498,0.09628753,0.58203095,0.024462013,0.04605996,0.07251161
39_47,0.044238813,0.32058644,0.07845898,0.036845755,0.20098788,0.24199803,0.07688409
90_40,0.18548201,0.061509203,0.106892444,0.4177455,0.05874282,0.0549764,0.11465161
65_12,0.14788783,0.074700214,0.064171545,0.37382403,0.035598613,0.038855694,0.26496214
83_25,0.07339991,0.045425195,0.038704153,0.013736271,0.33666578,0.4169178,0.075150885
76_43,0.050920352,0.50307226,0.09083875,0.12525466,0.05412151,0.05154553,0.124246955
112_54,0.09057993,0.091109134,0.06849767,0.03785427,0.36409336,0.32149163,0.026374007
84_50,0.23495626,0.0660321,0.1139268,0.43917575,0.03567623,0.042168908,0.06806391
98_62,0.078381754,0.03697028,0.035897676,0.018680803,0.32780337,0.27219054,0.23007555
49_45,0.10172352,0.06512578,0.08457849,0.02751135,0.37446183,0.28504518,0.06155389
41_35,0.060520295,0.06749845,0.12359718,0.015828922,0.32295895,0.39187348,0.017722728
32_32,0.093876734,0.24374922,0.14469598,0.3287271,0.08230936,0.07992692,0.026714645
103_35,0.027812134,0.65692705,0.018805977,0.16955392,0.041832846,0.043155864,0.041912317
33_26,0.18857089,0.04608774,0.13928698,0.030418418,0.34847662,0.22875284,0.018406507
87_35,0.20955785,0.06819899,0.09292937,0.40510798,0.04330155,0.051106796,0.12979746
17_41,0.21076497,0.05308845,0.10348379,0.05434896,0.2825832,0.17469771,0.121032886
30_30,0.13658325,0.07709921,0.38059682,0.27977753,0.058012147,0.051955193,0.015975801
99_36,0.06593201,0.27283716,0.13090618,0.25590366,0.056746196,0.06289846,0.1547763
119_57,0.042529527,0.27582765,0.12018683,0.043835267,0.20138314,0.21337995,0.10285757
59_20,0.22846189,0.08236544,0.060755588,0.31646052,0.061054435,0.08044386,0.17045827
90_55,0.19883078,0.0808893,0.15150978,0.41101813,0.044329505,0.053915545,0.059506953
40_35,0.029296333,0.06477417,0.047869075,0.013038734,0.3662267,0.45739347,0.021401484
80_18,0.05736784,0.6653005,0.018420136,0.11074677,0.046625257,0.045333054,0.0562065
69_26,0.02374413,0.7337444,0.055859145,0.08504755,0.035758935,0.03511709,0.030728802
89_18,0.06405534,0.45874372,0.055267047,0.16683011,0.03971495,0.047714494,0.16767433
95_32,0.12138529,0.076789916,0.08391505,0.050557304,0.21974422,0.25576186,0.19184634
109_30,0.107349455,0.04167673,0.035512872,0.014880935,0.36734876,0.36921516,0.06401604
27_47,0.025364088,0.6483157,0.01793101,0.08841027,0.087077975,0.08372401,0.049176954
98_32,0.21777767,0.06316812,0.12490363,0.30898556,0.044486046,0.05141473,0.18926424
97_58,0.2953097,0.06365485,0.14904629,0.38356262,0.043530807,0.039528444,0.025367344
56_36,0.09302426,0.3558249,0.048431218,0.05918025,0.18443212,0.17017633,0.088931054
92_36,0.20142207,0.06828155,0.06659768,0.3712627,0.041547056,0.053643644,0.19724521
87_59,0.0977717,0.04083109,0.44228157,0.15499946,0.039864033,0.029364541,0.19488758
79_22,0.030554067,0.36693278,0.078571506,0.023809884,0.21193983,0.23463945,0.053552475
63_27,0.043623738,0.037056264,0.050437827,0.008998988,0.25519666,0.55029786,0.054388605
99_27,0.053871624,0.54475653,0.104945235,0.15145327,0.043839604,0.04452548,0.056608245
2_51,0.015049391,0.005108448,0.06303527,0.004005638,0.024119688,0.014649074,0.8740325
105_30,0.2633973,0.082634464,0.14062512,0.3324773,0.055756606,0.050270613,0.07483859
101_49,0.316792,0.042398628,0.10789771,0.34953862,0.03778925,0.0422192,0.10336459
34_34,0.072988205,0.1413003,0.13826533,0.039077096,0.2821279,0.3030734,0.023167806
16_53,0.04553967,0.021040156,0.04581427,0.117221944,0.011669663,0.016842801,0.7418715
24_45,0.0279766,0.21211185,0.15249354,0.025878841,0.20939572,0.24036531,0.13177817
47_43,0.06854895,0.13955706,0.17211649,0.05166433,0.2486849,0.2453148,0.07411357
113_64,0.117608905,0.0671331,0.31314892,0.061814755,0.23690838,0.1390478,0.06433811
39_42,0.09410089,0.40761396,0.13007057,0.19081758,0.039977953,0.042415004,0.095004074
24_55,0.13844779,0.028191557,0.059693538,0.011373677,0.3493445,0.31727108,0.095677845
3_49,0.015316081,0.05814323,0.021750702,0.0086199865,0.12979847,0.086278535,0.680093
37_26,0.1418183,0.08930107,0.18306468,0.32227188,0.10066337,0.08914886,0.07373175
74_19,0.045561526,0.14388165,0.081836894,0.024584679,0.2376958,0.3069093,0.15953022
20_55,0.15487649,0.07790728,0.18730912,0.39998665,0.046630044,0.050084732,0.083205715
16_44,0.28060547,0.08947572,0.07844535,0.35876614,0.06354023,0.06454096,0.06462613
95_37,0.10822465,0.13855968,0.123980775,0.2910157,0.06273141,0.072090805,0.2033969
51_27,0.048692107,0.07130906,0.059968352,0.041864548,0.15543137,0.15938623,0.46334842
18_55,0.11666476,0.0347528,0.07521135,0.29210255,0.023919977,0.036127247,0.42122126
97_48,0.033047777,0.03241899,0.022426272,0.15814115,0.009560924,0.013029036,0.7313759
73_15,0.10097727,0.09658061,0.07442477,0.21796289,0.057645176,0.0792468,0.37316248
71_9,0.09509246,0.06058535,0.059641697,0.022169286,0.33967096,0.31326523,0.109574966
76_26,0.09636733,0.34381652,0.19384108,0.153329,0.06206389,0.06309667,0.08748554
118_43,0.22417438,0.04147152,0.09362724,0.03245422,0.36187267,0.21619396,0.03020608
55_36,0.04522006,0.38557836,0.09744447,0.051243704,0.18316935,0.16491868,0.07242536
11_46,0.060783494,0.13706106,0.07056205,0.04017057,0.2550766,0.28772888,0.14861733
26_41,0.22024678,0.08866731,0.10778785,0.3690969,0.05051372,0.05399769,0.10968977
43_53,0.13374285,0.045019653,0.09625061,0.021095388,0.3570693,0.27907467,0.06774747
66_23,0.055781484,0.38346207,0.03476217,0.13243605,0.11631709,0.110434845,0.16680637
79_2,0.14785124,0.045460876,0.15222475,0.027647328,0.32678574,0.24453497,0.05549512
34_27,0.13064201,0.13790058,0.20092766,0.32790858,0.1011667,0.08576992,0.01568455
58_44,0.26821962,0.057750847,0.09952081,0.072870284,0.24984711,0.17362401,0.078167334
111_32,0.20219292,0.06946078,0.23587592,0.18755217,0.09786114,0.06337758,0.14367951
80_34,0.16568208,0.07837241,0.14176916,0.4174943,0.052903615,0.052865338,0.09091312
5_48,0.022938412,0.06567745,0.04617556,0.13961555,0.0147572635,0.01656288,0.69427294
96_63,0.019156788,0.013821633,0.6751254,0.0077326256,0.08371254,0.046330754,0.15412025
76_15,0.0783451,0.07213621,0.07379547,0.037211504,0.31408715,0.36229858,0.062125992
91_4,0.061040927,0.045563765,0.599737,0.17733878,0.02594475,0.028752325,0.061622467
72_6,0.3258956,0.07044586,0.17985477,0.28658423,0.055573754,0.046373624,0.035272148
118_42,0.08480081,0.037687927,0.1462485,0.0135242315,0.37609515,0.30449876,0.03714468
94_21,0.071890354,0.30371633,0.13291688,0.27068922,0.04812814,0.052152254,0.12050682
122_68,0.08653887,0.033276405,0.102608,0.011552583,0.35525116,0.3986548,0.012118127
63_44,0.22849822,0.04063485,0.30769175,0.23955435,0.038095593,0.03145708,0.114068024
63_25,0.07455965,0.10991379,0.056259636,0.028263263,0.3070236,0.3312222,0.09275789
109_32,0.27516943,0.084201366,0.14789857,0.22935416,0.09712636,0.07118111,0.09506899
91_20,0.11356936,0.09775925,0.076533,0.31055063,0.053588897,0.093843564,0.25415534
59_39,0.119379185,0.07098109,0.08907181,0.03412208,0.32486936,0.3100063,0.051570155
111_49,0.07528593,0.0639908,0.0855834,0.02452521,0.3818703,0.34350392,0.025240434
112_36,0.14836846,0.09847962,0.3089741,0.16670135,0.13064215,0.08972779,0.057106577
56_45,0.051462874,0.12093632,0.051449165,0.18588029,0.033912044,0.029313426,0.5270459
59_22,0.10002451,0.18352884,0.18228021,0.27399775,0.0654239,0.08204098,0.11270383
76_5,0.16765153,0.09039407,0.13880745,0.33216512,0.056674097,0.051193945,0.1631138
33_51,0.053049788,0.058150705,0.0569126,0.0114276465,0.30873567,0.36694014,0.1447834
104_55,0.088444784,0.12661394,0.12772134,0.46913102,0.050476708,0.04913204,0.08848018
82_5,0.36430207,0.06442802,0.08248434,0.32853067,0.051567703,0.03616278,0.07252448
95_30,0.29857367,0.06720635,0.090878986,0.122363225,0.19969507,0.15153332,0.06974936
70_27,0.023259927,0.72568905,0.039371185,0.038954042,0.074667305,0.07051818,0.027540378
16_50,0.06150815,0.23127508,0.11512044,0.22497417,0.037870456,0.043794893,0.2854568
86_47,0.08076248,0.06906591,0.06931919,0.33057058,0.022673642,0.030428058,0.39718014
93_60,0.26418817,0.07246136,0.13521798,0.27109483,0.10607559,0.07790481,0.07305724
91_23,0.047968995,0.44882834,0.023125557,0.04040819,0.18623048,0.2012404,0.052198086
40_34,0.047278456,0.05816919,0.0726354,0.016733078,0.34891084,0.4022483,0.0540247
85_46,0.14956327,0.05781979,0.09577494,0.31370723,0.024838226,0.03458255,0.32371396
69_23,0.031674203,0.75169057,0.010251934,0.072011076,0.03972474,0.03701623,0.05763135
20_47,0.096602455,0.35638186,0.13310939,0.14720736,0.08536536,0.07575061,0.10558291
35_25,0.13541898,0.066032805,0.18549676,0.1634283,0.09707553,0.080642015,0.27190554
44_48,0.064473115,0.040343158,0.048256908,0.011142495,0.35730627,0.42763844,0.05083958
23_38,0.1540346,0.11202804,0.10120918,0.40248173,0.04347294,0.03917988,0.1475936
51_29,0.03569971,0.06164938,0.045573704,0.009786843,0.2980704,0.48699602,0.062223975
68_14,0.13037513,0.10002886,0.17864043,0.38107657,0.03869191,0.048880447,0.122306585
94_27,0.13461626,0.08973903,0.12229689,0.40167215,0.053749055,0.071122184,0.12680447
110_40,0.030806197,0.13551086,0.056849197,0.011539842,0.29128557,0.4375941,0.03641422
112_35,0.2874083,0.0744341,0.1732879,0.08657489,0.22834332,0.11756856,0.032382946
62_12,0.13888451,0.055960767,0.062953085,0.033473548,0.33946073,0.30122462,0.06804278
62_39,0.14277567,0.10572383,0.16722707,0.2781043,0.08429288,0.105965525,0.11591075
38_49,0.08368204,0.16258742,0.0956674,0.04316498,0.22972044,0.2760308,0.109146856
77_18,0.10625381,0.2060805,0.19358245,0.18068318,0.08948357,0.0942169,0.12969968
44_27,0.08109108,0.039615326,0.051868588,0.009993432,0.2721001,0.4702135,0.07511796
85_16,0.03356485,0.4001202,0.027657848,0.02775817,0.20983617,0.24515513,0.05590764
71_2,0.14743671,0.05656364,0.35224667,0.16227274,0.11653062,0.052583907,0.11236579
45_29,0.03585777,0.24651024,0.030726092,0.031252254,0.259029,0.31665686,0.07996781
50_21,0.030487463,0.16216041,0.049760047,0.017148815,0.27174157,0.3614146,0.10728706
31_36,0.21616346,0.04547826,0.109173,0.04353366,0.30633873,0.21372612,0.065586776
55_33,0.09711913,0.13284856,0.11177771,0.086283684,0.17335595,0.23247169,0.16614327
22_46,0.03144667,0.10408985,0.067187026,0.009258943,0.2639731,0.45369637,0.07034817
86_17,0.02301053,0.7123637,0.025162412,0.121337585,0.03597896,0.03709913,0.04504755
15_47,0.023391804,0.6482367,0.025601704,0.15469381,0.02966185,0.032209527,0.08620468
89_20,0.086663425,0.28240442,0.04052587,0.32352716,0.062508844,0.08128303,0.12308721
98_27,0.0393727,0.5473085,0.114344254,0.15558943,0.04646627,0.047378633,0.049540304
20_48,0.016232196,0.40167677,0.034219775,0.016185528,0.18398494,0.2834832,0.06421759
62_29,0.09482498,0.05891842,0.042263582,0.026631447,0.35935175,0.3647802,0.05322964
35_44,0.02608152,0.70795506,0.020829184,0.116102405,0.04717151,0.047931474,0.033928946
119_45,0.15704057,0.033982057,0.12932783,0.020685121,0.3487668,0.25879478,0.05140282
58_39,0.075563,0.09637406,0.09379881,0.04093889,0.28759453,0.2038545,0.2018762
71_23,0.03618273,0.44492534,0.06019735,0.1763117,0.062479865,0.06279071,0.15711235
81_34,0.17651318,0.084996685,0.19980106,0.3496788,0.05518659,0.07485148,0.058972254
113_48,0.11407226,0.22143278,0.09870466,0.1750948,0.15739796,0.16277324,0.07052424
106_33,0.23804776,0.064257406,0.07714543,0.2560891,0.033520427,0.04274843,0.2881915
112_48,0.07516072,0.11707952,0.06035174,0.025942283,0.3590298,0.33098963,0.031446286
89_54,0.10263437,0.10012348,0.0912975,0.47746047,0.044653196,0.062114783,0.121716216
72_34,0.045083176,0.34469527,0.05774685,0.20728797,0.095455125,0.10355093,0.14618072
35_38,0.122356884,0.06890596,0.13674852,0.04030405,0.29964656,0.25434563,0.07769241
21_39,0.15532695,0.09138527,0.15833758,0.0661416,0.2938949,0.16195385,0.07295987
56_17,0.13821872,0.07359359,0.10848763,0.47948575,0.03242057,0.033402227,0.13439158
71_37,0.028650496,0.6287062,0.10628348,0.106694005,0.038174458,0.039411474,0.05207973
76_0,0.11033614,0.06872086,0.44876313,0.117731944,0.110300794,0.06495275,0.07919431
77_0,0.1045986,0.11135046,0.3985878,0.15707086,0.10019275,0.07407792,0.054121614
15_58,0.0042790477,0.007783879,0.60272413,0.0024495875,0.02693932,0.021674218,0.33414975
94_8,0.18094048,0.064897336,0.31186897,0.06866874,0.22322911,0.11293511,0.037460286
75_11,0.17874515,0.09395239,0.09111407,0.27240652,0.11570403,0.11930171,0.12877616
56_41,0.24830209,0.072873875,0.07240147,0.32261017,0.0803602,0.08354085,0.11991141
73_7,0.17679897,0.037939526,0.0356172,0.020804653,0.34394515,0.34807962,0.0368149
90_47,0.22978963,0.077507675,0.055133358,0.43894735,0.03576701,0.039572787,0.12328212
103_50,0.2965812,0.062290628,0.08052026,0.41149136,0.05181234,0.04665668,0.050647583
27_55,0.16013443,0.04741996,0.042787883,0.022815332,0.3353957,0.3440227,0.047423974
22_54,0.08769555,0.03486559,0.09732546,0.01330845,0.3436994,0.36146837,0.06163715
79_53,0.2130765,0.07659627,0.16477327,0.23081425,0.13362347,0.08680953,0.09430676
