,Shared topic 1,Shared topic 2,Shared topic 9,Transcriptomics private topic 1,Transcriptomics private topic 2,Transcriptomics private topic 4
Leprotl1,-0.42933446,-0.40445524,-0.53654295,-0.40207314,-0.49079412,-0.4300029
Tnks,-0.3525036,-1.4209117,-0.36597687,-0.5614881,-0.37935722,-0.6651783
Pcm1,-0.24381468,-1.6440446,-0.3267095,-0.4869875,-0.30258042,-0.93787396
Slc25a4,-0.44619817,-0.8326764,-0.5144803,0.38314506,-2.0346937,-1.7003099
Atp6v1b2,-0.6722782,-0.19509713,-1.4747889,-0.48015022,-0.43219307,-0.026551664
Atp13a1,-0.6892918,-0.61146677,-0.72661895,-0.696048,-0.7020205,-0.72134113
Gatad2a,-0.33022618,-1.0653632,-0.38174066,-0.47267774,-0.35340708,-0.68846714
Fcho1,-0.6855531,-2.1757789,0.030517638,-0.6179091,-0.5950539,-1.698632
Tpm4,-1.1074085,0.27787894,-0.589994,-0.17012742,-1.555728,-1.3007615
Klf2,-2.405748,1.022137,-1.2515937,-2.1824412,-1.0225586,0.99077964
Mcm5,-0.5027361,-1.1527016,-0.60082054,-0.56771094,-0.8367746,-0.7573662
Lsm6,-0.9661392,-0.38385987,-0.6057813,0.18710548,-1.853337,-1.0621687
Inpp4b,-0.3661306,0.5373757,-0.6713015,-1.0252647,-0.09232578,0.34236038
Tecr,-0.4893902,-1.1129113,-0.5031734,-0.52208424,-1.3462484,-1.5370826
Junb,-1.4600378,0.8054507,-1.2192259,-0.835858,-0.7569337,0.4953128
Siah1a,-0.66425943,-0.5517871,-0.64846116,-0.9066901,-0.6831743,-0.7593958
Papd5,-0.6245178,-1.2194936,-0.55511534,-0.7826066,-0.40044224,-0.75593054
Brd7,-0.3575909,-0.56661385,-0.37308893,-0.37639084,-0.3056962,-0.38632455
Rbl2,-0.42590106,-1.2328117,-0.6761365,-0.39423603,-0.63286996,-1.6287994
Mt2,-1.4476674,0.2860631,-0.93270695,-0.29884562,-2.321813,-1.8232528
Mt1,-0.74171305,0.002707623,-0.37409344,0.27833003,-1.4210026,-0.3646539
Nup93,-1.2767783,-0.40166223,-0.6437774,-0.85433507,-0.67514074,-0.57089484
Herpud1,-1.0640626,0.4200711,-1.0448774,-0.43461555,-0.8979994,-0.29174444
Fam192a,-0.6452883,-0.18766423,-0.62608683,-0.49455214,-0.23481604,-0.11665198
Rspry1,-0.66391253,-0.47081995,-0.9198386,-0.7753339,-0.57406974,-0.69226116
Arl2bp,-1.068953,0.056286156,-1.6649096,-0.72814584,-1.1534775,-0.5299551
Ccl22,-3.9662724,0.80326855,-3.4023852,-3.4717295,-3.1064954,-2.5348306
Atp6v0d1,-0.5816905,-1.2200488,-0.4376783,-0.47189206,-0.5983279,-1.1022491
Carmil2,-0.24045494,-2.1840744,-0.38972592,-0.16995382,-0.54601145,-1.9333119
Nfatc3,0.22186302,-3.1244416,-0.20360932,-0.25121224,-0.34902528,-1.9296142
Cdh1,-2.5775943,0.7136229,-1.0044374,-2.0922234,-1.8038669,-0.22268689
Wwp2,-0.4304646,-1.0078896,-0.45839426,-0.5170554,-0.44591475,-0.41915312
Ist1,-0.43078345,-0.43533522,-0.4812605,-0.40907604,-0.46308672,-0.48886338
Glg1,-0.16343841,-1.0889493,-0.64150655,-0.7647869,-0.2739337,-0.78587997
Wwox,-0.15159838,-1.1241854,0.61087406,-1.3283181,0.374503,-0.7504752
Hsbp1,-0.26091868,-1.1547518,-0.5530041,0.21683395,-2.3270187,-2.4663649
Usp10,-0.7534884,-0.8409116,-0.7402977,-0.7483145,-0.65183103,-0.6525108
Cotl1,-0.969507,0.89267707,-0.7225542,-0.10513728,-0.4771105,0.7234144
Emc8,-0.60152745,-0.46249533,-0.54641557,-0.48831236,-0.89079636,-0.5574236
Irf8,-1.2107106,0.3820379,-0.29445538,-0.16253045,-0.9830941,-0.8111528
Cyba,-0.58571225,0.74833447,-1.2875193,-0.13068631,-1.3981686,-0.3833881
Egln1,-0.6523855,-0.82832277,-0.64100456,-0.66387045,-0.6944473,-0.71371603
Gm26870,-1.3011371,-3.6509156,1.0488744,-2.6776073,-1.2119511,-2.4086578
Tmem123,-0.6172571,0.6040151,-1.1122067,-0.07394436,-1.4710839,-1.1263089
Sesn3,-0.4540798,0.34887123,-0.38678923,-0.32425666,-0.6255357,-0.31753102
Amotl1,-1.1184282,-0.21864635,-0.04848075,-0.5848777,-1.7176888,-1.2392008
Maml2,-0.15456176,-0.31587845,-0.20402554,-0.65436685,0.22837856,-0.12880495
Panx1,-0.8567668,0.3888114,-1.1461449,-1.2102443,-0.6402247,-0.09080988
Zfp26,-0.60950124,-1.4475534,-0.6817348,-0.85634804,-0.17807671,-0.51600695
Eif3g,-0.52426124,-0.94955784,-1.0659602,0.25611582,-1.6232784,-1.5274532
Icam1,-2.1199656,0.46911806,-0.98259014,-0.63520163,-2.3366785,-1.6563718
Rp9,-0.35440373,-0.63910854,-0.3096387,-0.1982877,-1.1838634,-1.5889653
Gramd1b,-0.99459445,0.24033228,-0.78708225,-2.2913013,-0.26593593,0.19543654
Kmt2a,-0.25182426,-0.68286955,-0.23460637,-0.3120648,0.0815874,-0.31881702
Fxyd2,-0.28018385,-2.1459222,-0.7133322,0.5592172,-1.5385532,-0.87174034
Cul5,-0.55183446,-0.66330576,-0.5851869,-0.5704293,-0.5426682,-0.5720172
Scamp2,-0.76506805,0.02083683,-0.6048142,-1.6781378,-0.30514526,-0.07941741
Csk,-0.3369923,-0.45162934,-0.3370285,-0.304345,-1.1705012,-0.9712962
Edc3,-0.5494486,-1.2196808,-0.5239722,-0.4663644,-0.84911215,-0.91976327
Myo9a,-0.5605564,-0.89750004,-0.55863744,-0.551132,-0.5231148,-0.5886718
Smad3,-0.4912036,-1.3353786,0.042359293,-1.1670433,0.047213838,-0.50381017
Dpp8,-0.51832664,-1.0572928,-0.5240946,-0.5358852,-0.27081776,-0.45833927
Rplp1,-0.99785554,0.79127026,-0.8894905,-0.7313796,0.24061938,1.5753996
Ppib,-0.44380054,-0.25210428,-0.36900833,-0.1995076,-2.0170808,-2.065965
Rab8b,-0.8990403,0.71967727,-0.7587969,-0.49146694,-0.8190557,0.025195718
Usp3,-0.094813935,-1.7722294,-0.018609434,-0.42360383,-0.06109436,-1.3848315
Rora,-1.0027921,-0.093025096,0.17970973,-0.54727495,-0.8715532,-0.86146593
Gtf2a2,-0.5887604,-1.3263613,-0.65340966,0.034102976,-2.1045299,-2.4748206
Mns1,-0.19059744,-3.511056,-0.12698978,-0.6379328,-0.96893555,-2.4722805
Tcf12,0.18292925,-2.7891073,0.20716873,-0.66501534,0.11385568,-1.632354
Tmod3,-0.38764554,-0.8636576,-0.87856495,-0.4348439,-0.50049686,-0.5780913
Elovl5,-0.47514367,-1.0239325,-0.38698697,-0.8332481,-0.43338436,-0.9944978
Cox7a2,-0.3467523,-0.42912352,-0.48745,0.36083224,-2.1940842,-1.8826709
Slc9a9,0.13429493,-2.4891691,0.11860083,-0.7143247,0.244214,-1.3168249
Xrn1,-0.014249034,-1.906269,-0.26393428,-0.4555718,0.05482326,-0.9723439
Tfdp2,-0.25453728,-2.2262464,-0.3001296,-0.30276847,-0.5655456,-1.1605892
Atp1b3,-0.48820466,0.6274597,-0.95270216,-0.35625112,-0.8027383,-0.42485535
Zbtb38,-0.9148903,-0.1461773,-0.8016071,-0.8910161,-0.7403054,-0.0022478104
Rasa2,-0.47288772,-0.1401245,-0.43736222,-0.4771666,-0.15648088,0.08323178
Topbp1,-0.41409862,-1.8673816,-0.42387676,-0.37630326,-1.1737863,-1.6964332
Twf2,-0.699618,0.056484327,-0.70367676,-0.5741748,-1.1838584,-1.3908494
Manf,-0.56495464,-0.084347144,-0.65621984,-0.4134547,-0.4475023,0.12167257
Rbm5,-0.17006955,-0.7864149,-0.23357747,-0.28881615,-0.22425461,-1.3401008
Gpx1,-0.96972036,0.57244813,-0.95109963,0.08533597,-1.285156,0.48272955
Shisa5,-1.1427159,1.0591929,-0.8809573,-0.8379622,-0.5016696,0.57549036
Stt3b,-0.52811,-0.5798169,-0.47098634,-0.5485059,-0.43414256,-0.5278227
Rbms3,-0.40852326,-1.2797382,0.39715755,-0.31176436,-0.2997592,-0.13273634
Golga4,-0.40041426,-0.9211664,-0.41963193,-0.4522158,-0.38863188,-0.43218747
Arpp21,0.37349147,-4.0481286,0.4306187,-0.70016193,0.1779528,-1.9509349
Oxsr1,-0.65499306,-0.3016898,-0.71329045,-0.50123835,-0.39340422,-0.4316793
Csrnp1,-0.5785167,-1.0409067,-0.59688985,-0.5487915,-1.2262897,-1.6180302
Limd1,-0.61884844,-0.7928904,-0.6906412,-0.6288046,-0.8627698,-0.71390796
Atp6ap2,-0.75123566,-0.8000741,-0.7204253,-0.4240147,-1.4182354,-1.4286501
Kdm6a,-0.32298535,-1.4000031,-0.72438264,-0.4710108,-0.8195065,-1.6566292
Dock11,-0.12749004,-1.0933301,-0.5656456,-0.4786042,-0.078766376,-1.2112255
Ndufa1,-0.1319329,-1.0611742,-1.6868846,0.17995606,-1.5481544,-1.0903783
Lamp2,-0.30349392,-0.30693552,-0.22538869,-0.22082588,-0.24512878,-0.062607765
Thoc2,-0.14943384,-1.7973981,-0.24447897,-0.31893286,-0.5675781,-1.5228796
Sash3,-0.16158679,-1.4555209,-0.46013355,-0.34782475,-0.2770561,-1.0494268
Rap2c,-0.47791982,-0.67871094,-1.1871405,-0.10264842,-1.7823892,-1.2720244
Fmr1,-0.5455785,-1.0660216,-0.59401023,-0.58077276,-0.55547625,-0.71563125
Bgn,-2.3402567,-0.033413783,0.12669885,-1.0907714,-1.5406636,-0.4633826
Bcap31,-0.510762,-0.18164302,-0.4502523,-0.44392878,-0.77627945,-0.5590817
Flna,-0.36708736,0.34164268,-0.5924059,-0.26085955,-0.14819795,0.555587
Pola1,-0.50035644,-2.7479105,-0.24630758,-0.5334561,-0.760164,-1.5781149
Il2rg,-0.37329304,-0.905532,-0.43981105,-0.25536478,-1.0996282,-1.8261347
Taf1,-0.49510556,-0.9768814,-0.46514237,-0.11104354,-1.7359586,-1.5808018
Il1rapl1,-0.56979215,0.23517156,-0.65317595,-2.1382742,0.8364054,1.8701727
Brwd3,-0.24148828,-2.3073823,-0.59884375,-0.6071064,-0.88528055,-1.7413596
Itm2a,-0.4561808,0.32570273,-2.0384104,-0.048556082,-0.88648784,0.023042351
Gprasp1,-0.65616465,-1.4685864,-0.63228965,-0.7212025,-0.5894704,-0.5512912
Kdm5c,-0.5260092,-0.7748333,-0.55672985,-0.89143246,-0.47387552,-0.61052346
Tmsb4x,-0.28805912,0.54955596,-0.43380937,0.25279588,-0.27190238,0.5709669
