,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Transcriptomics private topic 1,Transcriptomics private topic 2,Transcriptomics private topic 3,Transcriptomics private topic 4,Transcriptomics private topic 5
TLR3,-0.7581837,-0.34993082,-0.16904166,-0.5177657,-0.16981563,-1.2947109,-0.5310217,-1.4432738,-0.6419729,-0.49032146,-0.6914219,-0.6615432,-0.5730602,-0.7305614
CYP4V2,-0.79002607,-0.67673784,-0.2753108,0.2149449,0.28382403,-0.6832831,-0.6424459,-2.5042562,-1.810635,-0.45539746,-0.8019109,0.36071754,-1.6961842,0.24528837
SLC9A3-AS1,-0.18314156,-0.09694151,-1.2216707,-0.30848718,-0.17852195,-0.61003554,-0.74699646,-0.3548477,0.309576,-0.096016504,-0.37731212,0.08431345,-0.042327866,-0.09331155
SLC6A19,-0.4703614,-0.92756975,-2.6297307,0.8254205,0.71934056,-4.555376,-3.853879,-4.660927,-2.973423,-1.5454847,-4.35107,0.91461444,-4.112938,0.69196284
SLC6A18,-4.4160852,-3.9662254,-4.714552,0.7568797,-0.69010997,-4.251816,-4.721731,-4.7321215,-4.0652256,-0.5289617,-4.6221485,0.81282675,-3.6978672,-0.9281301
SLC6A3,-0.14227909,-0.18531351,-0.5409825,0.12594274,0.014250293,-0.63223135,-0.33671767,-0.58019674,-0.21697785,-0.19118035,-0.579978,0.20383126,-0.29788056,0.18712199
CMBL,-0.24614917,-0.19239816,-0.6699734,0.25671655,-0.13098462,-0.15750882,-0.024224795,-0.26217306,-0.1911762,-0.2644786,-0.5289762,0.29427627,0.023035973,-0.11967637
CDH6,-0.224729,-0.25434995,-0.3380123,-0.25443926,-0.23713343,-0.092533335,-0.05877333,-0.13273707,0.051224366,-0.2023907,-0.17681623,-0.08752717,0.13073748,-0.1023642
PDZD2,-0.9518746,-0.2715165,-3.0433385,-0.11145827,-1.8380606,-0.7830764,-1.1749072,-0.45394784,0.041492462,-0.50168604,0.00039178133,-0.5135179,-0.7428529,-1.9451288
NPR3,-0.36594605,-0.5542294,-2.0146885,-0.16356093,-0.62467384,-0.9386164,-1.6957225,-0.489508,-0.05213949,-0.57395226,-0.6432835,0.070592344,-0.64058155,-0.8387271
AMACR,-0.7622831,-0.53403175,-0.63820505,-0.23547766,-0.22639379,-0.4234913,-0.2139701,-0.38713536,0.015757948,-0.31406552,-0.39177692,0.014407247,-0.21215206,-0.52056396
C1QTNF3,-0.8565562,-0.24894589,-1.5653354,-3.1183896,-3.7437987,0.14413857,-0.5220982,0.13924599,0.16436446,0.051953197,0.18540585,-2.0907955,-0.097099066,-1.0242629
LIFR,-2.3382893,-1.5939872,-0.9564146,-0.49496928,-0.8182905,-0.3678003,-0.41267696,-0.7436323,-1.3498498,-0.61801445,-0.6216546,-1.2272704,-0.60233957,-1.7273538
OSMR,-1.3569299,-0.40434808,-0.35827866,-1.2979934,-0.6560255,-0.15220901,-0.46314806,-0.44282228,0.26368463,-1.0271835,-0.42212683,-0.85364425,-0.17568606,-0.85986876
C7,0.73730147,0.7640048,-5.087775,-4.5520105,-4.986994,-5.2070994,-4.458436,-4.9993935,-3.5280788,1.0175133,-4.515142,-4.722184,-4.2040215,-3.9030988
ESM1,-0.47926256,-0.21476111,-0.41329315,-0.18674886,-0.09505548,0.22090036,0.08820926,-0.06315034,-0.5788605,-0.54054034,-0.13529591,-0.056751966,-0.020148426,-0.3097359
GZMK,-0.7393275,-2.073235,1.1631563,-4.214531,0.714893,-2.7542472,-1.9070235,-5.0625987,-4.766891,-4.5174227,-4.349846,-4.6043253,-4.4571123,0.104591906
PLPP1,-0.8142586,-0.00036741793,-0.33097216,0.026306562,-0.017185643,-0.85620284,-0.3795009,-0.76424485,-0.49076825,0.26022825,-1.9150958,0.014898047,-0.2564231,-0.1773437
PLK2,-0.21635585,0.30287826,-0.8333231,-0.3287055,-1.0456011,-0.57687247,-0.81043744,-0.05147606,-0.57297236,0.5368565,0.021586567,-0.6814275,-0.5964668,-1.779816
ELOVL7,-3.0471628,-1.0277302,-0.9421518,0.12920496,-0.2961689,-0.8747554,-1.8241645,-1.361267,-0.64489424,-1.3113618,-0.37741923,0.20784652,-2.5555322,-0.030207872
MAP1B,0.114589155,0.38579267,-0.33963194,-0.49017987,-1.3294611,-1.7336353,-0.1121586,-0.70158255,-1.2468953,0.32407242,-0.85584843,-1.6519817,-1.7200989,-2.672401
TMEM174,-4.35221,-2.5258026,-4.974651,0.7495034,-0.8164971,-5.139327,-4.2076044,-5.0915823,-4.736053,-0.9047864,-4.5870185,0.43990946,-4.750864,-1.1186584
BTF3,-0.2745606,-0.22691184,-0.31317908,-0.42549548,-0.30164438,0.0049028546,0.011622772,-0.056589246,-0.215844,-0.31176594,-0.21221216,-0.4347399,-0.16027772,-0.53703487
ARHGEF28,-2.5500653,-1.273952,-4.3916855,-0.32895482,-1.44843,-0.7039345,-0.87181985,-0.74522233,-0.03901893,-1.1256621,-0.656069,-0.12143952,-0.41796124,-0.96304625
NSA2,-3.4692059,-0.25648266,-0.8477057,-0.6753393,-0.8239392,0.09723222,-0.62598056,-0.035249114,-0.08776897,-0.46344644,-0.14696589,-1.0082979,-0.008085668,-1.5569913
F2R,0.3031934,0.023746967,-0.20886478,-0.8033708,-0.8420385,-0.32261515,-0.030700192,-0.051635087,-0.24624379,-0.34261793,-0.4251712,-1.2164536,-0.14459574,-1.0421736
BHMT,-0.6443366,-0.20863526,-0.86061186,0.030261606,-0.455564,-0.17706993,-0.5608611,-0.29912218,-0.25570774,-0.32555875,-0.3751747,0.21464097,-0.1658205,-0.19782603
VCAN,1.0939236,0.5465081,-1.8089193,-4.5896754,-4.8909225,-2.8411913,-0.7615624,-0.56955475,-0.7328621,0.6512685,-1.6483376,-4.368272,-1.0085655,-4.212699
COX7C,-0.25522524,-0.112426296,-0.21189177,-0.1838849,-0.13402739,0.0079408735,-0.07620765,-0.10693356,-0.18037492,-0.21250688,-0.18628094,-0.16464421,-0.11467092,-0.14668883
ARRDC3,-0.22892818,-0.35345775,-0.14044623,-0.37109038,-0.22532162,0.017105207,0.030209988,-0.12755902,-0.12439059,-0.81636685,-0.19516246,-0.17010644,-0.06939456,-0.055323876
NR2F1,-0.06227082,0.20426148,-0.3581493,-1.0723864,-0.29440165,-1.866452,-1.8045844,-1.2687268,-1.2679406,-0.24662125,-0.42170945,-1.5767978,-1.5779092,0.2316879
ST8SIA4,-1.4926981,-0.10731313,0.13917649,-0.32731962,0.6518403,-1.2081792,-0.5239304,-1.3911879,-3.6612082,-0.10924229,-1.381219,-0.55803394,-2.1492004,-0.26578116
SLCO4C1,-2.8059478,-1.5243416,-1.1541929,0.25872898,-0.12428492,-1.3649786,-2.4088256,-1.3486567,-1.1246793,-0.7551503,-0.6036072,0.5827037,-0.60602385,-0.24793887
SLC25A46,-0.6279942,-0.41387108,-0.13305283,-0.6015154,-0.3483876,-0.614295,-1.2845936,-0.743695,-0.83944297,-0.46943045,-0.47289327,-0.0965817,-3.5058863,-0.23539513
EPB41L4A-AS1,-1.128871,-0.26016295,-0.5094652,-1.4110534,-0.15017383,-0.14129736,-0.31401154,-0.046692908,-0.3638087,-0.30837423,-0.06650525,-1.0703976,-0.45468444,-1.3574481
LOX,-0.31636894,-0.36516628,-4.2332516,-4.675823,-4.8310127,-0.18676335,0.07828134,0.5371995,0.09386456,-0.48462683,0.4973247,-4.3334703,-1.3317432,-4.6302757
HINT1,-0.29017943,-0.3047142,-0.13768752,-0.32220438,-0.17323449,0.104316294,-0.10288784,-0.005736187,0.016800374,-0.44155976,-0.0957968,-0.19705337,0.07311152,-0.22450799
IRF1,0.2816813,-0.60556597,0.7687415,-0.6303296,0.63008475,-0.5059071,-1.4481676,-1.087013,-1.109082,-1.7123001,-1.0772212,-0.7446921,-0.95513237,0.5112944
VDAC1,-0.39842492,-0.1977584,-0.5533098,-0.1713827,-0.20672362,-0.14238387,-0.13526596,-0.18442269,-0.06356826,-0.4456451,-0.2083924,-0.18257187,0.019338116,-0.3192423
UBE2B,-0.4078596,-0.40380645,-0.17977607,-0.31223097,-0.29267478,-0.006631285,-0.5161436,-0.16534334,-0.27684605,-0.66826165,-0.23717247,-0.4814464,-0.41773593,-0.77264273
C5orf24,-0.6043496,-0.41114935,-0.8077106,-0.44588196,-1.0470176,-1.0511686,-1.3026206,-0.6454972,-1.1067519,-0.049757212,-0.14286202,-0.07421258,-1.3914506,-0.26478094
TGFBI,-0.302707,0.19813454,0.4237796,-2.2005043,-0.1702215,-2.2802145,-0.045607924,-0.31482276,-0.45786348,-0.22624575,-0.8474225,-3.5359983,-1.2100265,-0.05933258
EGR1,0.19261175,-0.085982725,-1.020554,-0.4857363,-0.9726506,-0.33401528,-0.17289412,-0.16874613,0.36694854,-0.49078703,-0.29731882,-0.072470754,0.12492308,0.088479936
PAIP2,-0.5105275,-0.62173903,-0.5092811,-0.6954996,-0.5337603,-0.20385757,-0.55673003,-0.16326001,-0.21823096,-0.33964577,0.010052681,-0.6135789,-0.3729355,-0.46746254
TMEM173,-0.053307414,-0.10530311,-0.19782999,-1.5495504,-0.4745617,-0.9458771,-0.6351888,-0.5512788,-0.57322824,0.039714754,-0.55103505,-2.5864673,-0.6150677,-1.2963897
CD14,0.12634432,-0.6051377,0.33177513,-0.73795223,0.028489262,-0.1106285,-1.3931391,-0.44192356,-0.08111869,-0.8527671,-0.4358287,-0.99221176,-0.41490185,0.28195918
PCDH12,-0.50498825,-0.17030254,-0.9556263,-0.8601285,-1.9019182,-0.24988979,-0.49264592,0.004763514,-0.7906567,-0.09066072,0.18313998,-0.9032711,-0.44822553,-2.744782
SPRY4,-0.5233992,-0.051616758,-1.2775657,-0.6501502,-1.3442309,-0.5713606,-0.4964728,-0.23255277,-1.8452492,0.5178597,-0.046300888,-0.8274759,-1.7925975,-0.82716084
CARMN,0.07232836,0.004760027,-0.39346725,-0.21036795,-0.39356345,-0.79162514,-0.55601245,-0.61572254,-1.3158088,0.24531466,-0.5884879,-0.09773338,-1.7100867,-0.31825262
CSF1R,0.0542787,-1.1049199,0.6285398,-0.9086741,-0.2026209,-0.84945357,-0.42565966,-0.6529564,-0.18838485,-1.0294414,-0.28702784,-1.6866324,-2.5583806,0.10063255
PDGFRB,0.03955117,0.12970632,-0.34894788,-0.11464177,-0.33192778,-0.20037533,-0.09483111,-0.19126256,-0.5206324,-0.06339208,-0.13037921,-0.2307075,-0.3229486,-0.16825232
CD74,0.17026113,-0.081687346,0.40796316,-0.023469176,0.42709786,-0.109925814,0.039437987,-0.34234497,-0.33910322,-0.47196713,-0.5335174,-0.095327444,-0.09456582,0.44301462
SYNPO,0.2547698,-0.5658372,-0.10890648,-2.461752,-4.577553,-0.12226325,-0.28168637,-0.089996874,0.37791473,-0.068617195,0.26032794,-3.9160397,-0.5598256,-3.4646895
GPX3,-0.05938453,-0.12510368,-0.17897084,0.13631389,-0.026580468,-0.13616167,-0.03416268,-0.22464071,-0.03884802,-0.22069493,-0.45345482,0.21881232,-0.014062073,0.052311763
SPARC,0.11512147,0.22303781,-0.28468096,-0.10367944,-0.2468483,-0.11041467,0.12532282,-0.08234519,-0.22044718,-0.022276714,-0.22768918,-0.18373024,0.007722065,-0.1671232
CYFIP2,-0.6873798,-0.94257426,-0.36152545,0.23784648,0.008367062,-0.92175233,-1.0358886,-0.5542996,-0.5791285,-0.9408045,-0.9247602,0.5004165,-1.058022,-0.5201402
WWC1,-1.2783048,-0.57136583,-1.2887322,-0.08642049,-0.8929434,-1.8918679,-1.0809319,-1.9082586,0.085972905,-0.27094766,-0.52326864,0.29015034,-1.5397301,-1.3885908
SLIT3,0.46278548,0.352167,0.083027184,-1.2735331,-0.3924347,-0.84831786,-1.0838678,-0.3963859,-0.23015097,0.3646922,-0.50672996,-0.62140524,-0.6044191,-0.40561736
NPM1,-0.3552646,-0.12757559,-0.5915992,-0.28422996,-0.32929397,-0.04909219,0.13589323,0.020229936,-0.19314651,-0.21525812,-0.19914961,-0.3361144,0.16321957,-0.487156
NEURL1B,-0.33737844,0.11934197,-0.29426414,-0.35597646,-1.5138295,-1.5709838,-1.7758113,-1.15582,-1.5366657,0.6031611,-0.14642084,-0.54791033,-2.9190373,-0.7437908
DUSP1,0.014619693,-0.09178592,-0.29718882,-0.59777915,-0.44632423,-0.1727844,0.04490851,-0.08851229,0.014487281,-0.15014973,-0.10690782,-0.5876123,0.014331102,-0.16478476
STC2,-0.649755,-0.5445676,-0.3417762,-0.07131103,-0.23782925,-0.30415672,-0.36724684,-0.16735555,-0.16725315,-0.28370833,-0.21370669,0.043005288,-0.26916564,-0.31947538
HRH2,-1.8269403,-1.1740568,-4.727873,0.7200422,-0.20554572,-4.8015223,-1.2510705,-4.641188,-4.77885,-1.0075908,-4.1264505,0.7530353,-4.43968,-2.1160698
RNF44,-1.1987038,-0.5110091,0.36997306,-0.7515373,-0.37106,-0.24154556,-0.51750994,-0.3942816,-0.67759234,-0.4438183,-0.09212807,-0.28644297,-0.65121603,-0.3739893
FAM153CP,-0.4148476,-0.940295,-1.3189276,-0.5350311,-0.39970446,-0.30833352,-0.23215958,-0.42452338,-0.41283888,-0.43693382,-0.32681376,-0.36976767,-0.30149454,-0.4243129
NHP2,-1.2688416,-0.4226381,-0.8449373,-0.30734283,-0.4019815,-0.18455602,-0.9621162,-0.13265607,-0.23221827,-0.36852336,-0.22979626,-0.3022859,-0.43214378,-0.5468037
COL23A1,-0.29890043,-0.42694825,-0.15448599,-0.06376077,0.2613409,-0.50897986,-0.316028,-0.4820745,-0.28429255,-0.27313042,-0.21694791,0.11715013,-0.5780101,-0.032356948
MGAT4B,-1.2226536,-0.23019885,-0.7651858,0.14396133,-0.0141993165,-1.1133693,-2.7578075,-0.34161133,-0.1691498,-0.682487,-0.2693151,0.37863785,-1.3243017,-0.774942
BTNL9,-0.45796132,-0.62390506,-0.5329291,0.27951235,0.10148889,-2.2010064,-0.54369146,-1.1269673,-0.38423896,-0.3423745,-3.7198927,0.5777434,-0.2601831,0.15190017
EDN1,-0.019322634,-0.32630932,-0.79426134,-2.0753927,-0.38254237,-0.2700207,-0.91536593,-1.0848966,-0.7665924,-0.4652647,-0.42999965,-1.323458,-0.5081039,-0.48313016
SOX4,-0.71842253,-0.016072929,-1.183599,-1.1375582,-1.9431651,-0.0049411356,0.12726992,-0.22112717,-0.4312521,0.1714617,-0.07275158,-2.1916711,-0.711566,-1.4876144
SLC17A3,-0.6898714,-0.4564894,-0.40366256,0.15059815,-0.39156485,-0.21180233,-1.175443,-0.57204556,0.26849723,-0.30316767,-0.9669524,0.3575586,0.10379556,0.10566059
HIST1H1C,-0.9563599,-0.2879283,-0.63604856,0.09469694,-0.5849457,-0.29406267,-0.20356879,-0.06663944,-0.5729428,-0.39701602,-0.25406906,0.18181992,-0.24381112,-0.19618079
HIST1H2AC,-1.6608196,-0.43327773,-1.1928188,-0.019309774,-0.289616,-0.8910922,-0.20100015,-0.6511025,-0.8945703,-0.8070123,-0.48826292,-0.060105473,-2.119023,-0.4950022
BTN3A2,-0.7126559,-0.8864402,0.53842354,-1.2401059,0.47057748,-1.146398,-0.89410686,-1.5838642,-1.2338556,-0.8822251,-0.6568922,-0.99097675,-1.4743404,0.5340996
BTN3A1,-0.14816664,-1.0061862,0.54183847,-0.86380094,0.48798674,-1.0649676,-0.4436697,-1.6365266,-1.0728374,-1.4724375,-0.6560941,-1.4256823,-0.60211813,0.7539691
HLA-F,0.16776797,-0.3211121,0.3597746,-0.17257464,0.43985903,-0.3058288,0.025582805,-0.5955061,-0.5746201,-0.62602615,-0.8075646,-0.14235862,-0.37869048,0.45324522
HLA-G,-0.28263134,-4.0280485,0.8808476,-0.7328867,0.7540642,-1.4314876,-0.80235755,-0.8962014,-1.131237,-2.7544427,-1.2249758,-1.2681508,-0.97753644,0.58100677
FLOT1,-0.19438913,-0.20987703,-0.5086733,-0.29774463,-0.20707135,-0.21231663,-0.10629725,-0.0998653,-0.045266062,-0.33978462,-0.20362245,-0.18755479,-0.10756438,-0.39440763
IER3,-0.21360777,-0.51775503,-0.67737293,-3.0902388,-1.5938823,-0.03538102,-0.0068260133,0.1985448,0.62385404,-0.23488784,0.34014922,-1.5213861,0.33566052,-0.43579808
DDR1,-0.44735646,-0.36928165,-0.24345419,-0.364623,-0.22205806,-0.3020357,-0.19676942,-0.60705864,-0.24685256,-0.31587535,-0.2979687,-0.32943565,-0.32696033,-0.28382945
HLA-C,0.07622185,-0.046593413,0.27808362,-0.109011576,0.29111657,-0.13728207,0.013740741,-0.25375807,-0.29226488,-0.37879926,-0.36832008,-0.23367465,-0.066528365,0.20650634
MICA,-0.8925674,-0.40110463,-0.14410797,-0.6718859,0.3614651,-1.2634698,-1.8820145,-0.38108116,-0.664647,-0.6374266,-0.13245824,-1.0424168,-0.9957534,-0.34200582
LST1,-0.5067662,-0.7675997,0.8675343,-1.1486827,0.08654183,-1.1891605,-3.6025786,-3.164789,-1.082639,-0.68701273,-1.0188023,-1.3411274,-2.2691674,0.3396269
APOM,-3.9737308,-0.8816137,-3.3068895,0.839432,0.10927397,-4.632243,-4.4020963,-4.3576584,-2.175827,-0.09756267,-4.0212264,1.043607,-1.458216,-0.5696946
C2,0.094617516,-0.55852735,0.47085655,-0.75156635,0.52519125,-0.5124359,-0.72771907,-1.141705,-0.465317,-0.57179415,-0.8232047,-0.9913238,-0.9145691,0.545958
CFB,-0.15899377,-0.6130935,0.3497333,-0.75821674,0.16805539,-0.058796033,-0.35756055,-0.4038248,-0.051502094,-0.6497809,-0.51236296,-0.80059063,-0.23596963,0.051929265
HLA-DRA,0.08183588,-0.22828637,0.51216143,-0.22397435,0.3289288,-0.09056406,0.008291438,-0.3719289,-0.4144098,-0.6867731,-0.52531433,-0.27721125,-0.10916195,0.39774933
HLA-DRB1,0.042721376,-0.27138916,0.4585629,-0.1917568,0.35009426,-0.08838237,-0.006684728,-0.37732077,-0.37602884,-0.67436934,-0.5077822,-0.27156258,-0.08759938,0.41061452
HLA-DQA1,-0.011088461,-0.47654122,0.72837675,-0.3825112,0.66116786,-0.14064208,-0.20814303,-0.79604596,-0.95581394,-1.095449,-0.70180917,-0.59087956,-0.45976058,0.66061074
HLA-DQB1,0.035639822,-0.38081235,0.659344,-0.19244426,0.5300929,-0.22298068,-0.21747132,-0.5388619,-0.592473,-0.9569063,-0.6677713,-0.3949147,-0.17459698,0.57318354
PSMB9,0.09039542,-0.30508754,0.56973016,-0.3153265,0.5072595,-0.22126412,-0.1505843,-0.6105235,-1.0807111,-0.94024193,-0.85908824,-0.4920823,-0.34952056,0.5558759
TAP1,0.20896158,-0.41590405,0.53364456,-0.22185954,0.5533261,-0.39248705,-0.17410684,-0.90826416,-0.5055374,-0.81870764,-0.94924814,-0.27767113,-0.37605187,0.4614941
HLA-DMB,-0.23824975,-1.2465029,0.7796179,-0.7322997,0.5147026,-0.47497904,-0.99319184,-1.994823,-0.9839766,-1.1406801,-1.402463,-0.8396855,-0.9202126,0.8006402
HLA-DMA,0.1733205,-0.46218383,0.49862766,-0.1061921,0.49553305,-0.4214488,-0.29749316,-0.7930105,-0.8536147,-1.0548189,-1.2089553,-0.14788482,-0.39968273,0.6122514
HLA-DOA,0.035878986,-0.88229096,0.72130966,-0.73657155,0.59036386,-0.213933,-2.180764,-2.4213562,-1.0304246,-1.4905276,-1.2367827,-1.284567,-0.9949518,0.8572037
HLA-DPA1,0.0970722,-0.20934193,0.5583404,-0.30127373,0.44751745,-0.10501774,-0.0474552,-0.5346793,-0.61813027,-0.72131854,-0.6191068,-0.5540608,-0.12143638,0.5109523
HLA-DPB1,0.14597714,-0.25442445,0.6108451,-0.3384627,0.47621745,-0.1948548,0.03721772,-0.5569011,-0.5464009,-0.8824105,-0.6992571,-0.38682094,-0.21643804,0.51648813
TAPBP,0.10984707,-0.17081334,0.28762996,-0.048526958,0.32236597,-0.19780844,-0.102907285,-0.34693867,-0.233011,-0.5210887,-0.44567588,-0.09535548,-0.113629684,0.3582616
CDKN1A,-0.2964016,-0.25444028,-0.87417686,-1.0330408,-0.9281317,-0.58641833,-0.47077572,-0.39218083,-0.13681278,0.06250411,-0.23763917,-0.78552353,-0.46949586,-1.136427
TOMM6,-1.2898709,-0.52383226,-0.054908812,-0.4387077,-0.7352763,-0.17293803,-0.8432827,-0.18260197,-0.20927815,-0.28059053,-0.07102203,-0.7175226,-0.83756125,-0.5152143
C6orf223,-3.4531543,-0.75620466,-2.5037746,0.27735856,-0.13203654,-1.9121485,-0.8703835,-1.1449661,-0.78043026,-0.27016446,-0.97525096,0.35538304,-3.3903112,-0.5276743
SLC29A1,-1.19624,0.3864317,-2.263101,-0.69631594,-1.8134986,-4.3707457,-0.61372685,-0.7936238,-0.7789907,0.29398346,-0.61822426,-1.0625284,-1.701355,-0.9992087
GSTA2,-0.63917625,-0.12573172,-3.2053423,0.40233457,-0.14926226,-0.57650733,-0.8188354,-1.1330329,-0.027882725,-0.5090303,-1.793508,0.43249702,-0.3091162,-0.37741482
GSTA1,-0.43129328,-0.387254,-1.2631419,0.40343815,-0.18918324,-0.50570405,-0.26465663,-0.3936557,0.03277625,-0.356892,-0.8279912,0.5395455,0.021709964,0.0006596595
TINAG,-3.9782019,-0.9077427,-1.0610135,0.15924034,-0.21442395,-0.9946003,-3.9858832,-0.66171914,0.14670074,-0.83998,-0.5401599,0.052932024,-3.5501366,-0.77194417
OGFRL1,0.24098104,-0.69168967,-0.5620671,-0.81404954,-2.251002,-0.08171433,-1.8719183,-0.85960716,-0.2637534,-1.5193822,0.023735583,-2.6163087,-1.0255935,-1.6875641
COL12A1,0.56031704,0.62199223,-0.31181377,-2.770062,-1.5760398,-4.774247,-0.9474077,-1.3449681,-0.7585045,0.60907125,-2.0366316,-2.8321552,-3.188867,-0.4009869
SNHG5,-0.26556516,-0.2842354,-0.3484208,-0.9789976,-0.40650275,0.07294908,-0.04097107,-0.054941237,-0.27070773,-0.33281857,-0.022986501,-1.2687943,-0.055770293,-0.23337188
AKIRIN2,-0.3541811,-0.6901064,-0.056181848,-1.116833,-0.23627049,-0.56089425,-0.60140103,-1.213796,-0.5329491,-0.7880351,-0.74137807,-0.0133751035,-1.4155965,-0.8136045
LINC02532,-0.72887236,-0.3681066,-0.37422955,0.07210149,0.11958006,-0.6098968,-0.65519667,-0.72632277,-0.17275128,-0.4323753,-0.34479997,0.12191263,-0.50527155,0.075354844
LAMA4,-0.2142822,-0.027093083,-0.9403344,-1.4093604,-1.0007113,0.10174978,0.22782281,0.1213896,-0.21095505,-0.27955425,0.1710276,-1.971491,0.09027198,-2.1414204
CALHM6,-0.39878303,-1.3834264,1.0993146,-2.636361,0.5503253,-2.568599,-1.4762132,-4.317065,-3.9219575,-3.6254396,-3.298332,-3.582921,-4.166053,0.74353147
GJA1,-0.34560084,-0.2845174,-0.16508159,-0.7234732,-0.5113593,0.09225762,0.18131754,-0.04146044,-0.20959997,-0.3642987,-0.23735446,-0.43150592,0.18273786,-0.40888286
FABP7,-1.0137565,-0.8065993,0.040137008,-1.097139,-0.3814146,0.3131162,0.28458458,0.07668862,0.09989169,-0.4203703,-0.028786317,-0.822873,0.3674537,-0.8883864
SMPDL3A,-1.6892056,-0.3616236,-0.6260747,0.12199083,-0.1926682,-0.19613038,-0.45170248,-0.7590647,-0.4155485,-0.2705658,-0.36698943,0.24184328,-0.39175075,-0.21878101
HINT3,-1.9174455,-0.20567709,-0.041882813,-0.7935203,-1.8000835,-0.7388348,-1.0482677,-0.93236184,-0.856248,-0.83649015,-0.47896615,-0.41380382,-1.0524898,-2.6540852
CCN2,0.48292744,-0.52291626,-0.15943418,-1.7875844,-0.92643833,0.2562939,-0.18153025,0.18696815,-0.36325726,-1.7423894,0.20541418,-2.9828742,-0.478716,-0.9726177
ALDH8A1,-2.1747415,-1.2201467,-0.908098,0.13469401,-0.44945812,-0.69789237,-1.1881578,-0.81613845,-0.052179098,-0.36229655,-1.3400805,0.3222298,-0.3147151,0.23605675
MAP7,-3.4200888,-0.714349,-3.2267177,0.05257842,-0.55165595,-1.8914994,-0.8398768,-2.484393,-2.87035,-0.22604632,-1.3457925,0.47325397,-2.7992988,-0.7272485
IFNGR1,-0.91353375,-0.31631288,0.35052663,-0.37813756,-0.32973647,-0.25584,-0.8254799,-0.33777258,-0.39365664,-0.38702366,-0.36545253,-0.79005694,-0.52713597,-0.8360448
PERP,-0.6401248,-0.5047391,-0.36375058,-0.48209682,-0.7162029,0.02628237,0.069665015,-0.03748101,-0.052056894,-0.61084306,0.06337869,-0.5582166,0.0965496,-1.4850105
CITED2,-1.600338,-2.0068755,-0.9562747,-0.4108942,-0.60495687,-0.1645866,-0.18265232,0.04638964,-0.5188983,-1.1422645,0.04789251,-1.2237923,-0.40011737,-0.97217166
AIG1,-0.26606733,-0.3101495,-0.6435728,0.23747213,-0.036172956,-0.5565615,-1.4614202,-0.60967815,-0.16403575,-0.3212754,-0.73808974,0.28652132,-0.41815573,-0.33229622
FUCA2,-0.43831685,-0.40092146,-1.4990263,0.026659712,-0.30249637,-0.82157636,-0.8168391,-0.74857104,-0.24755964,0.0003785193,-0.71975386,-0.08715895,-0.74101055,-2.170775
AKAP12,-1.2202125,-0.354795,-4.0597034,-0.4777825,-2.1406612,-0.14860654,-0.5163845,-0.29467303,-0.0304389,-0.48212564,-0.43118063,-0.48780012,0.14480221,-2.818494
RMND1,-3.589597,-1.657682,-1.9495053,0.20577788,-4.279115,-1.6551117,-1.0012858,-1.3236141,0.11496216,-0.775315,-0.552812,0.16066879,-0.6009809,-2.0482094
SOD2,-0.100036025,-0.3817777,0.11400317,-0.49988675,-0.14829318,-0.033248853,0.10070558,-0.048208117,0.11958027,-0.68251616,-0.08461894,-0.33926275,0.058419347,-0.07523378
SLC22A2,-0.6055696,-0.48474824,-1.6618743,0.41371715,-0.23371238,-0.49709463,-0.907877,-0.7005186,-0.27651596,-0.55900294,-1.012383,0.6375491,-0.22752428,0.076978475
PLG,-4.873769,-0.74708486,-4.907485,0.8501128,0.18079007,-5.1871085,-3.4904268,-5.1006775,-5.0992837,-1.4981271,-4.8895392,0.19238353,-4.890358,-0.92126787
AFDN,-0.7428773,-0.97142994,-1.0136806,-0.4523319,-0.034463495,-0.7596494,-0.6614449,-0.5619718,-0.62948453,-0.10339382,-0.17695889,-0.25992072,-3.207767,-0.52138
THBS2,1.0825753,0.6114049,-3.8961475,-4.9542093,-5.2094455,-5.024892,-3.4460654,-4.288851,-0.96244776,0.7198019,-3.9169185,-4.58095,-1.4068793,-4.754069
PHF10,-0.3272547,-0.3800277,-0.41647732,-1.4145942,-0.96383053,-0.22960415,-0.55334157,-0.5376277,-0.6908752,-0.35702026,-0.12082276,-2.0315585,-1.718195,-1.0744694
PDGFA,0.31680793,-0.19375992,-0.44727793,-3.15831,-0.0357109,-0.5365776,-0.56695765,-0.33744287,-1.11507,-0.5285826,-0.18099105,-1.4450545,-2.3284626,-0.4721641
FSCN1,0.11317432,-0.1386078,-0.5921457,-1.1982086,-1.9154478,-0.26430386,0.14984521,0.047753006,-1.1234931,-0.07583153,-0.0521816,-2.1881084,-0.16663133,-2.1064115
NDUFA4,-0.56365025,-0.33313125,-0.18550754,-0.7294551,-0.4892073,-0.13166256,-0.16892232,-0.31171286,-0.17385304,-0.29049844,-0.17950931,-1.0202942,-0.38234124,-0.6582501
AHR,0.20216298,-0.6340995,-0.53701687,-1.5332566,-0.38149184,-1.3683629,-1.3046095,-0.56741804,-0.78544503,-0.32756168,-0.3192435,-3.6231713,-3.0533967,-0.556953
