,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Transcriptomics private topic 1,Transcriptomics private topic 2,Transcriptomics private topic 3,Transcriptomics private topic 4,Transcriptomics private topic 5
NME2,-0.13268133,-0.16604275,-0.15304798,-0.36155617,-0.2309694,-0.15290733,0.06820187,-0.10427503,-0.16030285,-0.17592858,-0.18087398,-0.30671626,-0.1407669,-0.23600145
YPEL2,-1.7139207,-0.7648437,-1.1912795,-1.1787186,-1.2762578,0.020357609,-0.63031894,-0.027206779,-0.45608342,-0.34626624,0.29873097,-1.8744917,-0.37226477,-2.3230832
VMP1,-0.05601371,-0.500697,-0.34401795,-0.4929247,-0.29527205,-0.090677604,0.01990296,-0.074589424,0.11303927,-0.7154404,-0.14302014,-0.25629184,0.07459134,-0.1290566
BPTF,-0.3105022,-1.1649785,-1.3720337,-1.1188462,-1.12179,-0.74186456,-0.17740598,-0.05608481,-1.2080373,-1.004458,-0.51841927,-1.4762394,0.077518225,-0.86762285
KCNJ16,-1.4599032,-0.30017278,-1.4044969,0.1482273,-0.24271622,-0.6702144,-1.1297251,-0.8745643,-0.55778784,-0.2870021,-0.40387547,0.40627104,-1.1031497,-0.10441849
KCNJ2,-1.0976453,-1.2879434,-2.538478,-3.015542,-2.6635838,0.069972396,0.1810543,0.1865645,-1.2286285,-0.44712436,0.2169416,-2.6873627,-0.17045808,-3.211392
ATP5PD,-0.44959784,-0.30739063,-0.8163675,-0.24640338,-0.44006512,-0.2698202,-0.28071436,-0.12823673,-0.27488786,-0.30447754,-0.27279,-0.32753676,-0.08966385,-0.9419353
MYO15B,-0.38126674,0.035671324,-0.2805129,0.12279096,0.19550535,-0.70073414,-1.278434,-0.88389355,-0.54000485,-0.25177145,-0.70215166,0.14654627,-1.0139782,0.012942642
CYGB,-0.27679476,-0.15981255,-1.3095086,-0.17026182,-0.92192715,-0.17464158,-0.2561432,-0.10948204,-0.50007904,-0.22377926,-0.07508372,-0.5384685,-0.21290782,-0.7915278
SNHG16,-1.3138454,-0.3201381,-1.1032199,-1.0593568,-0.31325382,-0.013988018,-0.67268515,-0.119505405,-0.096764416,-0.37302333,-0.027390212,-0.5984244,-0.10458809,-1.4572047
MXRA7,-0.15543702,-0.42869475,-0.20586471,-0.60550827,-0.94351566,0.12859482,0.15904304,0.03318286,0.30152908,-0.48524284,0.07469241,-0.28036702,0.26509145,-0.5088955
SOCS3,-2.370162,-1.618845,-1.3299805,-2.5596604,-2.897871,-0.40494138,-0.6134787,-0.07344395,0.17517471,-1.0512562,0.124961376,-2.8127942,-0.18342334,-1.2464998
TBC1D16,-2.293047,-0.42359963,-0.8516512,-0.84567666,-3.5351872,-0.33377936,-0.07802814,-0.39174035,-0.35565856,-0.8041517,0.23223281,-0.6545941,-0.86998534,-2.0232525
ANAPC11,-0.8831216,-0.28209198,-0.67753756,-0.7638199,-1.3978641,-0.120165855,-0.52070373,-0.59745085,-0.4513417,-0.5159277,-0.09791246,-0.19618538,-0.5903172,-1.8554928
SLC16A3,-0.35573006,-0.37830353,-0.45556483,0.19159478,-0.057099372,-1.0594045,-0.9555084,-0.6052015,-0.051856264,-0.35718113,-0.7232336,0.26425523,-0.25723484,0.19192222
SECTM1,-0.20919263,-2.718088,0.817274,-1.0357571,0.66573274,-1.6204495,-2.71035,-4.6878157,-4.5871043,-3.986162,-4.337828,-0.97628576,-2.6101942,0.6660714
HEXD,-1.14008,-0.51005137,0.17746001,-0.9135922,0.34623265,-1.7057222,-3.4858408,-2.4347248,-1.9124559,-0.170596,-0.6858925,-1.3186586,-3.2584429,0.15506858
IMPA2,-1.0724676,-0.5119525,-1.8401614,-0.20266071,-0.25148812,0.038739383,-0.5607294,-0.5416072,-0.23910588,-0.3382154,-0.26851285,-0.07895188,-0.068067834,-0.4307936
SNRPD1,-2.211655,-0.9528884,0.027925313,-0.83462584,-0.55744076,-0.82740617,-0.6057522,-0.6505428,-0.33873165,-0.59168625,-0.04096484,-2.170618,-1.6415799,-2.3722112
DSG2,-1.0654502,-0.5146238,-0.83670133,0.08629474,-1.3111348,-0.51589346,-3.056416,-0.88031125,-0.44329694,0.0141815245,-0.119684905,0.41479403,-1.5793823,-0.65649694
ACAA2,-0.49708775,-0.26200503,-0.5474899,0.07580151,0.032191053,-0.22550008,-0.21317355,-0.27979156,-0.32458758,-0.25615042,-0.56829464,0.11814949,-0.15095182,-0.16093096
ALPK2,-0.5182913,-0.72178096,-2.496152,-0.01082547,-0.91314614,-1.6488215,-3.3741052,-0.8223115,-0.14509186,-0.3096745,-0.5732947,0.36045408,-0.79672354,-0.60906434
RNF152,-0.80021447,0.034877956,-3.7834775,0.4628256,-2.4143586,-4.362711,-1.5345027,-2.017486,-4.789691,0.42083,-3.323749,0.42913008,-3.7775223,-2.592185
VPS4B,-0.39031708,-0.190943,-0.56406057,-0.70945734,-0.99287164,-0.4738747,-0.5564399,-0.37894768,-0.613445,-0.15047273,-0.23714231,-0.48004934,-0.9909381,-0.50873077
CYB5A,-0.5329657,-0.13395701,-0.34320578,0.039678022,-0.04999277,-0.16508439,-0.12671453,-0.25702366,-0.20287764,-0.17363374,-0.40620604,0.18874598,-0.09285237,-0.14696586
POLR2E,-1.7675288,-0.5024688,-0.53665984,-0.122705676,-0.36507386,-0.13252509,-0.52065146,-0.43229944,-0.18421498,-0.4525644,-0.33896902,-0.004668385,-0.53826827,-0.7360238
GAMT,-0.48028585,-0.50503635,-1.134136,0.24228758,-0.75088596,-0.6975757,-0.35988715,-1.0560942,-0.46913195,-0.0054357946,-0.9298012,0.2682289,-0.66182566,-0.22753677
GADD45B,0.09530258,-1.0428247,-0.04699835,-2.6922984,-0.7811237,-0.7134889,-2.0150447,0.23240411,0.6775875,-1.1677997,0.34772563,-2.8296177,-0.77083296,-0.4775679
SMIM24,-0.939255,-0.77705103,-2.3876112,0.4849891,0.014041513,-0.6321471,-1.5481799,-0.9903977,-0.47707862,-0.13888703,-1.3931189,0.6168234,-0.6989542,0.094846815
SEMA6B,-0.10920775,-0.7518632,-0.83087647,-1.8536837,-4.7441688,-0.16829503,-1.1469984,-0.0017174482,-0.4526539,-1.2647133,0.39778352,-3.5967019,-0.920637,-4.033881
MYDGF,-0.8450445,-0.2674114,-0.33501068,-0.42347342,-0.8073387,-0.21736431,-0.35061008,-0.15130533,-0.23263901,-0.38275293,-0.24755195,-0.40294197,-0.2889166,-0.5914938
CLPP,-2.1520267,-0.90696347,-1.1429565,-0.8707795,-2.5843546,0.068808734,-0.0073525906,-0.9286367,-0.03793007,-0.54593354,0.07225025,-0.9464973,-0.56749,-1.1460729
C3,0.014949203,-0.256749,0.3048135,-0.6066145,-0.002628155,-0.10569806,0.066109166,-0.21778408,0.013711214,-0.61618567,-0.2834991,-0.47772118,-0.014040083,0.17328209
ANGPTL4,-0.042217672,-0.12825261,-0.25654316,-0.047494724,-0.07762281,-0.15035927,-0.005047314,-0.10466072,0.011904225,-0.19961481,-0.15076835,0.003997788,-0.04937294,-0.002055645
ICAM1,-0.12734783,-0.41179243,0.44564253,-0.8024932,0.17679662,-0.46930248,-1.7614956,-0.73802096,0.06456998,-0.65204716,-0.18766211,-0.626085,-1.0160142,0.40154153
KANK2,0.17484668,0.19800717,-0.582537,-0.30009964,-0.3491316,-0.2825664,-0.33933336,-0.2382746,-0.5258993,-0.0444144,-0.36141416,-0.39631444,-0.75364095,-0.19232523
DOCK6,-0.028416753,-0.14121982,-0.9818486,-0.3943271,-0.39139655,-0.31589925,-0.51006,-0.11347829,-0.72615993,-0.20748721,-0.17760521,-0.7058402,-0.6004898,-0.75615484
RAB3D,-2.4525344,-1.4541767,-0.30369258,-1.1507754,-0.9808455,-0.010536075,-0.8904499,-0.630743,0.18000591,-1.2003226,0.15106755,-0.57338136,-1.6033562,-2.5031111
RGL3,-0.85647726,0.04439327,-1.0040232,-0.12741989,-0.90825593,-0.75930333,-0.6232428,-0.5111562,-1.1380875,0.3166365,-0.4533466,0.11697346,-2.0762,-0.45065153
MAN2B1,0.23980618,-0.27328563,0.5613594,-0.9965732,0.25787926,-0.4355847,-0.6123109,-0.63572586,-0.7164242,-1.2141585,-0.73721206,-0.7618568,-1.4246672,0.113159806
JUNB,0.06332177,-0.24572296,-0.50983965,-0.9337704,-0.58448017,-0.22692432,0.121195614,-0.087265074,0.17355362,-0.35038757,-0.18438482,-0.5869454,0.06886567,-0.20964713
PRDX2,-0.4986718,-0.32599372,-0.3006926,-0.1414723,-0.42801493,-0.24762423,-0.023480013,-0.2056171,-0.24152526,-0.24010082,-0.2859171,-0.2726072,-0.2266539,-0.29966506
IER2,0.0034040809,-0.6927593,-0.5225104,-0.6046065,-0.43984026,-0.53129613,-0.7927079,-0.22862455,0.24498838,-0.27017668,-0.2775087,-0.19046448,-0.08172484,0.11814156
ADGRE5,0.10065961,-0.4486663,0.6616801,-2.0050938,0.37614888,-0.28197655,-0.6901734,-1.1877246,-0.41592652,-0.9483363,-0.7241464,-2.7744615,-0.9061307,0.20001984
TECR,-0.38262957,-0.23030116,-0.40350446,0.24383081,0.0026460886,-0.36086527,-0.43866754,-0.8258587,-0.6951432,-0.46615618,-0.8431333,0.36294776,-0.9723323,0.08773422
TPM4,0.270997,0.15929258,-0.6778352,-0.29908824,-0.5412806,-0.42768067,-0.07902627,-0.1429594,-0.6492618,-0.13706544,-0.22272597,-0.8285752,-0.38105026,-0.5691707
SMIM7,-0.5025972,-1.1268346,-0.20285948,-0.6498575,-0.8169586,-0.3000216,-0.063023776,-0.39680997,-0.31580088,-0.4174691,-0.24849127,-0.950496,-1.011837,-0.5605498
JAK3,0.11839932,-1.1707785,0.67627466,-3.7572098,0.2305777,-0.9704978,-0.65559006,-0.7316997,-0.99217004,-1.3209443,-0.4997627,-3.6544206,-2.4067163,-0.043201983
IFI30,-0.18491814,-0.57879996,0.7202295,-0.63801384,0.5621902,-0.31500655,-0.39159876,-0.8258725,-0.9255898,-1.6507738,-1.1390984,-0.8473252,-0.59569806,0.5474062
GDF15,-3.0205994,0.013457119,-4.736388,-0.34277236,-4.41601,-0.7650243,-4.8537803,-1.9167644,0.41872966,0.24814892,-0.7033335,0.4056388,-1.0071982,-3.0018222
ISYNA1,0.15686333,0.16845453,-0.6756565,-0.5221585,-1.2806667,-1.1468527,-0.6570569,-0.6860519,-0.6201561,0.42832357,-0.4508019,-0.37953657,-1.468442,-0.62965864
MAU2,-1.0997238,-0.5145214,-0.075487375,-1.1904074,-0.8484992,-1.8270208,-1.1503464,-0.6633271,-0.8396225,0.03131008,0.14789218,-2.528267,-3.2156026,-1.1406869
PEPD,-2.95822,-1.412683,-0.25991946,-0.038992777,-0.64908993,-0.65518904,-2.3016155,-2.6658945,-1.3811407,-0.53111935,-0.34818035,0.33047915,-2.8912456,-0.85280484
HPN,-1.6387587,-0.45844105,-0.4467229,0.19185267,0.17491919,-0.63637817,-1.1277548,-0.7112435,-0.32276365,-0.34486648,-0.6721072,0.33376223,-0.6038076,0.21672535
HCST,-0.26288396,-1.3301456,0.9120872,-1.5522014,0.15398407,-2.1950111,-0.77858955,-4.031186,-1.8809825,-1.5038342,-3.493619,-3.6992266,-2.9034615,0.42725194
TYROBP,-0.17171298,-0.48219705,0.6723778,-0.6753988,0.35651845,-0.27712518,-0.05922009,-0.7314483,-0.50810885,-1.0729797,-0.75933295,-0.63259554,-0.29461333,0.5002785
COX7A1,-0.73401517,-0.102586135,-0.7772138,-0.3276766,-0.978249,-0.17857349,-0.22937205,-0.057837278,-0.24576761,-0.24708292,-0.22092995,-0.15950832,-0.14479738,-0.6369141
SPINT2,-0.31377223,-0.26102814,-0.13975334,-0.12232122,-0.15851724,-0.045040026,-0.19960783,-0.19997615,-0.06257889,-0.3945793,-0.18535703,-0.13571069,-0.111687064,-0.21431713
C19orf33,-1.233166,-0.65450966,-1.2601845,-0.78904796,-2.5360332,0.053065777,0.0998351,-0.05798453,0.072086215,-1.1238312,0.22935218,-0.6789114,-0.39357114,-2.9944332
CAPN12,-2.0482078,-0.41025114,-1.1422881,-0.46557486,0.095824,-1.3210409,-0.85412997,-0.5926181,-0.22791371,-0.21528459,-0.45305732,-0.10052878,-0.83099675,-0.13305077
FBXO17,-1.0614747,-0.32497483,-0.75967556,0.26104206,0.16925827,-0.40159965,-0.2519799,-0.4107342,-0.37447432,-0.33079338,-0.61332273,0.27546155,-0.2686034,0.049772024
ZFP36,0.26287228,-0.20438004,-0.22974448,-0.36057875,-0.061403736,-0.25246984,-0.15273368,-0.29464725,0.2552064,-0.43853033,-0.24069086,-0.14070107,-0.10958214,0.13326591
PLEKHG2,-0.8373992,-0.17251989,0.04818684,-0.46174502,-0.86490357,-0.54977876,-1.2624164,-0.8197198,-2.2355123,-0.08517891,-0.2973966,-0.23268604,-2.0635998,-0.49055794
LTBP4,0.723279,0.5734501,-1.1420426,-1.7122393,-4.1284313,-3.3512688,-1.4162505,-2.611246,-0.36903614,0.95065796,-1.8992336,-3.6009476,-1.0390071,-2.240704
AXL,-0.07207683,0.07078183,0.31132883,-0.70571893,-0.1012062,-0.97723347,0.013887107,-0.37331858,-0.37490693,-0.46851772,-0.41466138,-0.97399026,-0.7025753,0.02911356
TMEM91,-0.2257519,-0.36054352,-0.23177478,-0.44791478,-0.26750377,0.040704697,-0.32427737,-0.19075154,-0.44426855,-0.50010926,-0.22868209,-0.25698653,-0.2985782,-0.45717454
APOE,-0.07604644,-0.17990175,0.4762128,-0.27068135,0.4377504,-0.048144408,0.07789402,-0.31441888,-0.45909783,-0.8769654,-0.51270527,-0.16944519,-0.19208482,0.45843655
APOC1,-1.0252662,-0.96385664,0.7771192,-1.172259,0.5330711,0.2620117,-0.11869702,-0.43611437,-1.0173748,-2.9926631,-0.49566692,-0.6982589,-0.016833678,0.6018876
GPR4,-0.54816484,0.2413907,-1.8375572,-0.4392948,-1.1090853,-1.0004561,-0.9305724,-0.37883353,-0.9072534,0.29050726,-0.62025094,-1.0190213,-0.7011394,-1.4120986
PPP1R15A,-0.34880087,-0.5412999,-0.39550635,-1.1221257,-1.6020162,-1.221668,-0.8010793,-0.46518877,0.018827021,-0.5029817,-0.08964789,-0.20032012,-1.484472,-1.4609159
NKG7,0.13764298,-0.64974654,0.7442874,-1.0551908,0.45795023,-0.18041584,-0.51886445,-0.7675485,-1.5590541,-1.9545921,-0.96084064,-1.5898268,-0.26090387,0.56820524
ISOC2,-0.7003278,-1.4207106,-0.46048322,0.08045378,-0.43144923,-2.7132232,-1.2822908,-0.7933019,-0.8944104,-0.7087387,-0.31689632,0.47106457,-1.2319902,-0.76908517
RBCK1,-0.12284465,-0.44141877,0.08481988,-0.6287755,0.10842124,-0.045209497,-0.40857244,-0.36866543,-0.29214996,-0.3756554,-0.2733756,-0.65391266,-0.4929142,-0.3156357
SIRPA,-0.24725614,-0.97529787,-0.26598883,-0.07667149,-0.07846601,-0.30476284,-0.24767011,-0.6312442,0.0495494,-0.66228247,-0.54461735,0.22562248,-0.15536204,-0.19463398
JAG1,0.28435668,0.17808259,-0.21275279,-0.3314387,-0.28300434,-0.20273489,-0.2503028,-0.21249384,-0.48413253,0.06611809,-0.38661587,-0.40392298,-0.18885897,-0.24999616
SEC23B,-0.70735097,-0.65033364,-1.6526448,-0.23273398,-0.7327568,-1.1368098,-0.4417622,-0.8342903,-0.40982676,-0.19774133,-0.7622856,-0.06609082,-0.8861904,-1.619888
CD93,0.2025344,-0.039053246,-0.4517462,-0.4187634,-0.49856034,-0.09171059,-0.2602436,0.023287863,-0.6827241,-0.20395102,-0.2095451,-0.33154047,-0.10444108,-0.41931498
CST3,0.16844717,0.099494845,0.28851485,-0.1435817,0.1947259,-0.3121478,-0.1370019,-0.30062097,-0.2848044,-0.12786251,-0.4405626,-0.19415624,-0.3261692,0.07914209
CPNE1,-0.11103131,-0.17186408,-0.2757192,-0.50912595,-0.32817462,-0.19671589,-0.31992742,-0.46218517,-0.36197162,-0.25775048,-0.2865036,-0.9331517,-0.41835704,-1.1099589
ROMO1,-0.63833255,-0.36033124,-0.2882416,-0.173337,-0.18008552,-0.40991855,-0.58964646,-0.1933167,-0.24648347,-0.2562634,-0.19853356,-0.1455571,-0.33723038,-0.32640958
EPB41L1,-2.1657217,-0.4720548,-1.3727467,-0.059046775,-1.4351779,-0.62947965,-1.3153892,-0.43423223,-0.46849763,0.11382729,-0.004354477,-0.11953956,-1.0601907,-2.0703664
TGM2,-0.10016891,-0.44331276,0.22982901,-1.0519774,0.11256045,-0.09666565,0.06110266,-0.045444578,-0.17990473,-0.97001714,0.02869849,-1.1569858,-0.20529357,-0.10513036
SDC4,-0.20774762,-0.35170633,-0.44861525,0.0059054717,-0.2950713,-0.43083268,-0.444146,-0.27504835,0.17601779,-0.26251632,-0.5202786,0.09491184,-0.06657076,0.11111891
DBNDD2,-0.8007162,-0.4012823,-0.27513504,-0.8789476,-0.91229546,-0.8836092,-1.2197146,-0.41136426,-0.91262484,-0.12514523,0.07914275,-0.5332027,-3.3190737,-2.0625536
SULF2,-0.0560717,-0.059630036,-1.1449292,-2.6238203,-3.6749187,-0.6644462,0.026662797,0.15535426,0.047489762,-0.011466473,0.09002882,-1.3636439,-0.32233924,-2.5160728
ZFAS1,-0.6465277,-0.11468381,-0.308833,-0.9939383,-0.37131315,0.140712,0.065616846,0.054080486,-0.21851508,-0.44463325,-0.1277835,-1.11074,-0.17936517,-0.8510645
CEBPB,0.07605389,-0.201401,0.1326353,-1.2189739,-0.20147198,-0.3601469,-1.1156607,-0.35247633,0.13416535,-0.8836486,-0.33376813,-1.9474739,-0.30467322,-0.11185093
CYP24A1,-0.64268523,-4.2404056,-2.067562,-4.058888,-3.1977963,0.27915007,0.40747374,0.47732675,0.84855103,-4.0149555,0.3016399,-3.1879897,0.3499384,-3.751546
PCK1,-3.1368997,-0.42575228,-3.880651,0.21093267,-0.6024909,-0.56870914,-0.7247007,-0.05122292,0.08937904,-0.0821276,-0.28275853,0.1884749,0.014854282,-2.3529308
PMEPA1,0.10413313,-0.0602071,-0.6532494,-0.36368996,-1.355532,-0.27588865,-0.08314277,-0.22968738,-0.38432375,-0.21634543,-0.355337,-1.0376666,-0.087675825,-1.0205481
LAMA5,-0.24588646,-0.062673554,-0.08827825,-0.38429612,-0.115514725,-0.39912432,-0.30394533,-0.29982257,-0.75983965,-0.262159,-0.28772274,-0.34768683,-0.5064646,-0.20655648
STMN3,-1.0001976,-0.7654528,-1.3212868,-2.1151817,-0.7642533,-0.19154999,-2.6977496,-0.19780105,0.21391213,-0.91375947,0.43592274,-1.2365941,-0.30826744,-1.1785948
LIME1,-1.146436,-1.267204,-0.23230442,0.5533559,0.15316737,-2.9043288,-3.0254905,-2.6155703,-3.3567278,-0.7278801,-2.0955405,0.31832474,-2.4288025,0.021894157
SLC2A4RG,-0.070623234,-0.20845287,-0.35191938,0.21730971,0.09103528,-1.1212313,-0.930575,-1.2141995,-0.6816776,-0.39318913,-1.0814376,0.17915303,-1.0083103,0.14769495
ATP5PF,-0.87244624,-0.27719396,-0.48093268,-0.3845971,-0.67606664,-0.114724055,-1.2275411,-0.016596213,-0.12060796,-0.25304666,-0.20609438,-0.54088914,0.043655425,-0.82394093
ADAMTS1,0.12190914,0.4428882,-0.41991755,-2.0175624,-0.5232713,-1.0528543,-0.34592286,-0.6621462,-0.5024348,0.44495672,-0.4149332,-3.2823038,-0.6358731,-0.2829722
CCT8,-0.6307708,-0.28712088,-0.5581164,-1.056446,-0.40618217,-0.2987391,-0.6247113,-0.24400827,-0.14619158,-0.20838217,0.078689486,-0.8229841,-0.10186103,-0.6337032
SOD1,-0.4429688,-0.28624985,-0.26733893,-0.22134396,-0.36977965,0.05564581,0.010461807,-0.13178726,-0.026758552,-0.30490926,-0.19781135,-0.18910123,0.06278297,-0.28366894
SLC5A3,-0.8390345,-1.2052295,-0.77848345,-0.95670295,-4.523166,-1.1552399,0.10115588,0.06282556,-0.45668378,-1.1181614,0.19805366,-2.0058558,0.10741395,-3.3849099
RCAN1,-0.16427603,-4.1576242,-0.8387992,-0.93928635,-2.117668,-0.28218606,-0.66848207,-0.441915,0.82563317,-1.5405716,-0.15775144,-0.14666049,0.30135506,-0.73807
RUNX1,0.03609413,-0.58906776,-0.15804219,-1.1653666,-1.1123686,-0.2713706,-0.10265279,-0.81400996,-0.4329606,-0.38339356,-0.013222694,-3.2813876,-1.3558244,-0.018600821
CBR1,-1.2072335,-0.35015225,-0.33368474,-0.20333593,-0.5829844,-0.15663862,-0.5584345,-0.19717021,-0.044965953,-0.30432588,-0.300549,-0.12507534,-0.17049995,-0.59639585
KCNJ15,-1.941437,-0.26958567,-2.1664398,0.38737223,-0.27692145,-0.60008734,-1.1592308,-1.0930923,-0.9313792,-0.08711159,-1.0223778,0.46667343,-0.8529241,-0.13664356
ETS2,-0.46088892,0.0011218488,-0.78400904,-0.36350703,-0.5154933,-0.45063317,-0.34884328,-0.3044581,-0.4755152,-0.10663396,-0.20649321,-0.2882437,-0.36508185,-0.30706945
ABCG1,-1.7788072,-1.512217,-0.21202073,-1.2509456,-0.76773214,0.13315737,-0.37679914,-0.10866949,-0.195925,-1.6875908,0.0330891,-2.1812456,-0.5265802,-1.172466
CSTB,-1.5822777,-0.07944542,-0.8310616,-0.5386983,-0.7860853,-0.25542003,-0.21272297,-0.017919302,-0.3879676,-0.48507327,-0.21317384,-0.44562384,-0.3088583,-1.2200643
AGPAT3,-0.36725366,-0.38940495,-0.3135589,0.22992177,0.056815624,-1.1738799,-0.6625439,-1.1791439,-0.9817999,-0.68341947,-0.91411096,0.42156363,-1.2284245,0.057502836
PTTG1IP,-0.08141205,-0.2267603,-0.29607248,-0.07821675,-0.14236915,-0.26287305,-0.12986068,-0.20532954,0.012984589,-0.23549616,-0.27212805,0.033030882,-0.10625239,-0.0802924
ITGB2,0.20371327,-0.60186183,0.68359315,-0.5749444,0.2946447,-0.35805345,-0.22554302,-1.009476,-0.6983532,-1.2684319,-0.81817955,-1.0427442,-0.5200398,0.33836377
COL18A1,0.27684358,0.16004673,-0.002409324,-0.25346166,-0.15787789,-0.24510148,0.007000521,-0.13808131,-0.27004212,-0.057975568,-0.23417595,-0.32572848,-0.1352011,-0.095963426
COL6A1,0.3118777,0.25942048,-0.24882077,-0.1955574,-0.14317879,-0.42766625,-0.27574027,-0.17424175,-0.5006728,0.0755077,-0.19905959,-0.6133643,-0.31429595,-0.17803648
COL6A2,0.15850663,0.24209243,0.033875734,-0.22210194,-0.11646816,-0.31437728,-0.046973504,-0.24334103,-0.38451207,-0.021604322,-0.29782754,-0.45837983,-0.1924623,-0.11909667
FTCD,-0.43719965,-0.45277798,-0.14783868,0.28766602,0.29048914,-0.8618542,-2.5773046,-1.0601051,-2.383274,-0.68122137,-1.5903794,0.2178827,-1.4234972,0.17177147
DIP2A,0.25007868,-0.82133687,-3.2373354,-0.6971008,-0.56088424,-0.8419256,-0.79002506,-2.8076005,-1.2764306,-0.1941064,-1.4305933,-0.5061551,-2.0069807,-1.0944412
ADA2,-0.31220084,-0.7703587,0.9198687,-1.9223136,0.46647412,-0.23977207,-0.38744164,-0.96158594,-1.9368768,-2.3596745,-0.8826864,-2.5707197,-2.3009226,0.7052021
DGCR9,-0.6192858,-0.45633113,-0.2802319,0.07017052,0.439992,-0.3862176,-0.5256733,-0.54949737,-0.34039286,-0.6912522,-0.5206524,0.2793327,-0.1860383,0.30648428
DGCR2,-0.6593683,-1.21348,-0.36929768,-0.3393112,0.053314447,-0.9471662,-0.97921765,-0.48499656,-0.28531176,-0.46497577,-0.27053773,-0.3585005,-1.5413926,-0.030861408
CLDN5,0.6499865,-0.35187426,-0.5038551,-2.0271013,-3.835086,-0.33257663,-0.3518572,-0.06323701,-0.4462685,-0.3383832,0.020448327,-3.4687207,-0.6019964,-3.9542077
IGLC1,1.1589954,0.00020170212,-4.5946,-4.9193764,-3.7566633,-4.858514,0.34735274,-3.666369,-4.6855946,0.82450867,-4.6713037,-4.558527,-4.2661505,-4.4453697
IGLC2,0.9351574,-0.056807756,0.81492066,-4.3472757,-4.72157,-3.8516824,-0.3985143,-4.6608953,-4.2578735,-0.37573543,-4.2147827,-3.737432,-1.1677794,-0.058525383
IGLC3,0.4861889,-2.6471887,-0.73558664,-4.7920475,-1.7551768,-4.4362626,0.209131,-4.4987755,-4.977725,-0.9568945,-4.4637165,-3.724128,-0.9743849,-1.1316777
MMP11,0.44637,-0.17930919,-1.6285291,-3.2634027,-3.4806168,-0.76788753,-2.9912677,-0.23779392,-0.5710651,0.3393817,0.20229548,-3.8575008,-3.5966222,-3.3468761
DDT,-0.7567034,-0.46197173,-0.78480613,-0.77867746,-0.8534931,-0.0041750968,-1.6397499,-0.22284171,0.017466426,-0.34063074,-0.050931066,-0.33146256,-0.13802822,-1.478824
GGT5,0.44639468,0.25076592,-0.7741164,-0.37905928,-0.4311697,-0.91658986,-0.06746131,-1.2341261,-0.90149105,0.47964394,-0.65996975,-0.9097383,-1.2649052,-1.0991553
PITPNB,-0.49065974,-0.389328,-0.4480639,-0.85161954,-0.81636524,-0.6238177,-0.39099407,-0.55255985,-0.5634193,-0.33779418,-0.3282727,0.030751407,-0.4893381,-1.4629719
GAL3ST1,-0.98664474,-0.15769196,-0.9572572,0.41770157,0.11654031,-0.49588317,-0.7374937,-1.1762648,-0.42821652,-0.23213118,-1.3445575,0.57944304,-0.30481514,0.050950944
DRG1,-2.037763,-0.89922,-0.813257,-0.5724138,-1.1111608,-0.26648724,-0.99661785,-0.09533304,-0.24028093,-0.46645433,-0.20508671,-1.1237986,-0.6743971,-3.6759977
YWHAH,-0.24048187,-0.09421885,-0.22012822,-0.29253733,-0.05377361,0.017896682,-0.26716405,-0.21934998,-0.3651287,-0.36636007,-0.20055196,-0.2873517,-0.31044596,-0.2478193
APOL6,0.17347163,-0.3539556,0.4569918,-0.37049717,0.31125528,-0.5792132,-0.16595976,-0.8659416,-0.6478188,-0.8427983,-1.1363068,-0.47580922,-0.3855766,0.4830559
APOL3,-0.056447506,-0.92813814,0.6417376,-0.8304905,0.35808015,-0.72734874,-0.28815934,-1.237673,-1.2596388,-0.95412076,-0.7289299,-2.9617581,-1.462967,0.6383109
APOL2,-0.13378851,-0.6143913,0.50588286,-0.27108312,0.44351923,-0.6654153,-0.8203606,-0.9859812,-0.8652275,-0.7833543,-0.7211348,-0.45270276,-0.9354531,0.57684463
APOL1,-0.051445827,-0.40585178,0.4097407,-0.20113592,0.33627415,-0.24156708,-0.112189926,-0.43950382,-0.43323556,-1.4345669,-0.5494684,-0.20979407,-0.2712251,0.42934
EIF3D,-0.72713685,0.052398443,-0.5091028,-0.99059296,-0.7942406,-0.00018015504,-0.35849732,-0.58292437,-0.3138568,-0.38178262,-0.3355232,-0.5079162,-0.10308099,-1.077049
LGALS2,-2.212112,-0.27951372,-0.3899762,0.33051908,0.29149204,-0.91721725,-0.62189114,-2.6943173,-1.6281905,-0.16509737,-2.055163,0.37842655,-1.7240844,0.30138916
LGALS1,-0.09947778,-0.07023403,-0.25519776,-0.30990776,-0.69475573,-0.11491117,0.20672372,-0.021158338,-0.102697454,-0.18508673,-0.10350047,-0.4694931,0.014533728,-0.30620477
EIF3L,-1.2103539,0.061294258,-0.7422919,-1.2006807,-0.80793124,-0.010229588,-0.23632084,-0.083376974,-0.33800125,-0.28062344,0.0044521093,-1.4040604,-0.37828588,-2.235167
CSNK1E,-0.2884805,-0.20476213,-0.33684206,-0.3741694,-0.6064233,-0.33910915,-0.27059758,-0.4720143,-0.7687988,-0.007881701,-0.3041468,-0.28522134,-0.47552752,-0.18611693
